station,target,lead,unit,mu_cal,sigma_cal,mu_raw,sigma_raw,max_real,win_mkt,hit_cal,hit_raw,pwin_cal,pwin_raw,crps_cal,crps_raw
EGLC,2026-06-23,3,C,35.79,1.36,35.7,1.63,31.0,<= 32°C,0.0,0.0,0.008,0.025,4.027,3.783
KLGA,2026-06-23,1,F,72.71,1.43,71.17,1.95,75.0,74-75°F,0.0,0.0,0.264,0.103,1.552,2.769
KLGA,2026-06-23,2,F,74.9,2.5,73.37,3.48,75.0,74-75°F,1.0,0.0,0.308,0.215,0.585,1.114
KLGA,2026-06-23,3,F,76.94,3.45,75.8,5.05,75.0,74-75°F,0.0,0.0,0.179,0.152,1.23,1.23
KORD,2026-06-23,1,F,74.79,1.58,73.0,1.76,74.0,74-75°F,1.0,0.0,0.467,0.31,0.524,0.632
KORD,2026-06-23,2,F,73.95,2.67,72.17,3.24,74.0,74-75°F,1.0,0.0,0.286,0.189,0.625,1.16
KORD,2026-06-23,3,F,74.54,3.37,72.6,4.05,74.0,74-75°F,1.0,0.0,0.234,0.175,0.821,1.138
LEMD,2026-06-23,1,C,40.06,0.79,39.5,1.02,41.0,41°C,0.0,0.0,0.254,0.138,0.585,0.99
LEMD,2026-06-23,2,C,40.35,0.98,39.77,1.24,41.0,41°C,0.0,0.0,0.319,0.196,0.394,0.742
LEMD,2026-06-23,3,C,40.41,1.12,39.8,1.43,41.0,41°C,0.0,0.0,0.302,0.195,0.383,0.714
LFPB,2026-06-23,1,C,36.54,1.48,35.87,2.26,35.0,<= 35°C,0.0,1.0,0.242,0.435,0.932,0.659
LFPB,2026-06-23,2,C,39.16,1.53,38.23,2.25,35.0,<= 35°C,0.0,0.0,0.008,0.113,3.298,2.115
LFPB,2026-06-23,3,C,39.32,1.57,38.47,2.29,35.0,<= 35°C,0.0,0.0,0.007,0.098,3.437,2.303
LIMC,2026-06-23,1,C,35.16,0.66,34.37,1.09,34.0,34°C,0.0,1.0,0.153,0.336,0.808,0.303
LIMC,2026-06-23,2,C,34.84,0.96,34.07,1.4,34.0,34°C,0.0,0.0,0.279,0.279,0.503,0.329
LIMC,2026-06-23,3,C,35.83,1.21,34.87,1.7,34.0,34°C,0.0,0.0,0.109,0.204,1.215,0.57
RCSS,2026-06-23,2,C,35.17,2.72,35.2,2.83,37.0,37°C,0.0,0.0,0.116,0.115,1.112,1.103
RCSS,2026-06-23,3,C,35.11,2.93,35.13,2.98,37.0,37°C,0.0,0.0,0.11,0.11,1.153,1.148
RJTT,2026-06-23,2,C,24.06,1.02,23.3,1.41,23.0,23°C,0.0,1.0,0.227,0.271,0.645,0.356
RJTT,2026-06-23,3,C,24.89,1.28,24.33,1.66,23.0,23°C,0.0,0.0,0.107,0.173,1.25,0.794
RKSI,2026-06-23,2,C,28.54,2.36,26.13,3.32,30.0,30°C,0.0,0.0,0.139,0.061,0.899,2.393
RKSI,2026-06-23,3,C,28.42,2.6,26.1,3.22,30.0,30°C,0.0,0.0,0.127,0.06,0.979,2.437
ZBAA,2026-06-23,2,C,30.56,1.58,29.67,1.91,27.0,27°C,0.0,0.0,0.021,0.08,2.68,1.73
ZBAA,2026-06-23,3,C,28.66,2.29,27.9,2.89,27.0,27°C,0.0,0.0,0.133,0.131,0.997,0.787
ZSPD,2026-06-23,2,C,25.16,1.22,24.3,1.65,24.0,24°C,0.0,1.0,0.207,0.235,0.698,0.407
ZSPD,2026-06-23,3,C,24.31,1.51,23.6,2.07,24.0,24°C,1.0,1.0,0.255,0.187,0.377,0.514
EDDM,2026-06-24,1,C,32.64,1.47,31.0,1.84,34.0,34°C,0.0,0.0,0.176,0.059,0.815,2.041
EDDM,2026-06-24,2,C,32.73,1.95,30.93,2.44,34.0,34°C,0.0,0.0,0.164,0.074,0.774,1.934
EDDM,2026-06-24,3,C,31.09,1.65,29.77,2.06,34.0,34°C,0.0,0.0,0.053,0.024,2.028,3.1
EGLC,2026-06-24,1,C,34.87,1.01,34.67,1.33,34.0,<= 35°C,1.0,1.0,0.731,0.735,0.521,0.441
EGLC,2026-06-24,2,C,34.52,1.33,34.33,1.7,34.0,<= 35°C,1.0,1.0,0.769,0.754,0.391,0.423
EGLC,2026-06-24,3,C,35.45,1.23,35.27,1.47,34.0,<= 35°C,1.0,1.0,0.517,0.563,0.898,0.754
KLGA,2026-06-24,1,F,84.5,1.47,83.23,2.07,82.0,82-83°F,0.0,1.0,0.227,0.351,1.724,0.767
KLGA,2026-06-24,2,F,83.74,2.5,82.33,3.53,82.0,82-83°F,0.0,1.0,0.277,0.223,1.049,0.837
KLGA,2026-06-24,3,F,83.82,3.0,82.33,4.0,82.0,82-83°F,0.0,1.0,0.238,0.197,1.129,0.946
KORD,2026-06-24,1,F,74.45,1.67,72.77,2.12,71.0,70-71°F,0.0,0.0,0.037,0.213,2.532,1.053
KORD,2026-06-24,2,F,76.82,2.71,75.27,3.37,71.0,70-71°F,0.0,0.0,0.021,0.088,4.322,2.698
KORD,2026-06-24,3,F,77.51,3.34,76.0,3.93,71.0,70-71°F,0.0,0.0,0.028,0.077,4.691,3.162
LEMD,2026-06-24,1,C,38.9,0.78,38.33,1.0,39.0,39°C,1.0,0.0,0.474,0.312,0.188,0.405
LEMD,2026-06-24,2,C,38.79,1.0,38.27,1.28,39.0,39°C,1.0,0.0,0.374,0.261,0.253,0.462
LEMD,2026-06-24,3,C,39.18,1.07,38.67,1.35,39.0,39°C,1.0,1.0,0.355,0.281,0.262,0.348
LFPB,2026-06-24,1,C,40.65,0.65,39.8,0.96,41.0,41°C,1.0,0.0,0.497,0.194,0.226,0.756
LFPB,2026-06-24,2,C,40.42,1.0,39.53,1.44,41.0,41°C,0.0,0.0,0.328,0.165,0.364,0.886
LFPB,2026-06-24,3,C,40.34,1.43,39.43,2.08,41.0,41°C,0.0,0.0,0.247,0.144,0.453,0.936
LIMC,2026-06-24,1,C,34.75,0.67,34.1,1.16,35.0,>= 34°C,1.0,1.0,0.968,0.698,0.195,0.536
LIMC,2026-06-24,2,C,34.25,1.04,33.33,1.6,35.0,>= 34°C,1.0,1.0,0.763,0.458,0.452,1.01
LIMC,2026-06-24,3,C,33.68,1.25,33.3,1.79,35.0,>= 34°C,1.0,1.0,0.557,0.455,0.803,1.018
RCSS,2026-06-24,2,C,34.71,2.73,34.63,2.84,36.0,36°C,0.0,0.0,0.13,0.124,0.878,0.922
RCSS,2026-06-24,3,C,34.78,2.96,34.7,3.04,36.0,36°C,0.0,0.0,0.123,0.119,0.89,0.928
RJTT,2026-06-24,2,C,25.41,1.05,24.83,1.5,25.0,25°C,1.0,1.0,0.341,0.259,0.307,0.359
RJTT,2026-06-24,3,C,25.48,1.25,24.97,1.58,25.0,25°C,1.0,1.0,0.289,0.248,0.366,0.37
RKSI,2026-06-24,2,C,28.24,2.05,26.03,2.72,29.0,29°C,0.0,0.0,0.18,0.081,0.591,1.812
RKSI,2026-06-24,3,C,28.02,2.5,25.5,3.13,29.0,29°C,0.0,0.0,0.147,0.068,0.736,2.148
ZBAA,2026-06-24,2,C,31.15,1.77,30.57,2.79,30.0,30°C,0.0,0.0,0.181,0.139,0.704,0.698
ZBAA,2026-06-24,3,C,32.89,2.16,32.37,2.31,30.0,30°C,0.0,0.0,0.076,0.102,1.856,1.43
ZSPD,2026-06-24,2,C,25.23,1.21,24.27,1.47,24.0,24°C,0.0,1.0,0.196,0.263,0.746,0.362
ZSPD,2026-06-24,3,C,25.6,1.49,24.53,1.7,24.0,24°C,0.0,0.0,0.151,0.22,0.972,0.464
EDDM,2026-06-25,1,C,34.05,1.29,32.37,1.69,34.0,34°C,1.0,0.0,0.3,0.148,0.303,0.98
EDDM,2026-06-25,2,C,33.51,1.86,31.7,2.36,34.0,34°C,1.0,0.0,0.205,0.105,0.486,1.381
EDDM,2026-06-25,3,C,33.0,1.9,31.3,2.41,34.0,34°C,0.0,0.0,0.181,0.089,0.649,1.658
EGLC,2026-06-25,1,C,29.99,0.77,29.83,0.96,29.0,29°C,0.0,0.0,0.235,0.282,0.629,0.496
EGLC,2026-06-25,2,C,30.25,1.46,30.27,1.82,29.0,29°C,0.0,0.0,0.188,0.171,0.743,0.763
EGLC,2026-06-25,3,C,30.7,1.29,30.53,1.58,29.0,29°C,0.0,0.0,0.132,0.158,1.085,0.921
KLGA,2026-06-25,1,F,84.8,1.51,83.67,2.13,84.0,84-85°F,1.0,1.0,0.484,0.336,0.518,0.519
KLGA,2026-06-25,2,F,84.58,2.49,83.23,3.5,84.0,84-85°F,1.0,0.0,0.311,0.211,0.636,0.885
KLGA,2026-06-25,3,F,83.48,3.03,82.0,4.05,84.0,84-85°F,0.0,0.0,0.245,0.162,0.742,1.333
KORD,2026-06-25,1,F,79.54,1.55,77.83,1.68,79.0,78-79°F,0.0,1.0,0.396,0.417,0.436,0.704
KORD,2026-06-25,2,F,80.24,2.67,78.43,3.29,79.0,78-79°F,0.0,1.0,0.238,0.239,0.85,0.807
KORD,2026-06-25,3,F,80.87,3.29,79.17,3.75,79.0,78-79°F,0.0,1.0,0.186,0.207,1.182,0.88
LEMD,2026-06-25,1,C,31.69,0.92,31.4,1.19,32.0,32°C,1.0,0.0,0.391,0.29,0.256,0.396
LEMD,2026-06-25,2,C,31.77,1.2,31.53,1.5,32.0,32°C,1.0,1.0,0.318,0.249,0.298,0.409
LEMD,2026-06-25,3,C,32.17,1.28,31.93,1.6,32.0,32°C,1.0,1.0,0.3,0.244,0.309,0.376
LFPB,2026-06-25,1,C,40.48,0.75,39.57,1.1,40.0,40°C,1.0,1.0,0.413,0.326,0.296,0.325
LFPB,2026-06-25,2,C,40.33,1.21,39.27,1.69,40.0,40°C,1.0,0.0,0.311,0.213,0.317,0.519
LFPB,2026-06-25,3,C,40.02,1.34,39.13,1.93,40.0,40°C,1.0,0.0,0.291,0.185,0.314,0.604
LIMC,2026-06-25,1,C,34.49,1.16,33.6,2.25,35.0,35°C,0.0,0.0,0.305,0.145,0.358,0.862
LIMC,2026-06-25,2,C,34.98,1.07,34.07,1.67,35.0,35°C,1.0,0.0,0.359,0.202,0.251,0.593
LIMC,2026-06-25,3,C,33.95,1.18,33.4,1.64,35.0,35°C,0.0,0.0,0.226,0.151,0.628,0.961
RCSS,2026-06-25,2,C,32.63,3.06,32.1,3.24,31.0,31°C,0.0,0.0,0.113,0.116,1.054,0.905
RCSS,2026-06-25,3,C,32.49,2.82,32.03,2.83,31.0,31°C,0.0,0.0,0.123,0.131,0.965,0.811
RJTT,2026-06-25,2,C,22.72,1.01,21.8,1.37,22.0,22°C,0.0,1.0,0.301,0.282,0.431,0.332
RJTT,2026-06-25,3,C,23.05,1.23,22.13,1.5,22.0,22°C,0.0,1.0,0.223,0.26,0.626,0.356
RKSI,2026-06-25,2,C,27.21,2.24,24.77,2.94,26.0,26°C,0.0,0.0,0.153,0.124,0.776,0.891
RKSI,2026-06-25,3,C,26.62,2.58,23.7,3.3,26.0,26°C,0.0,0.0,0.149,0.095,0.664,1.386
ZBAA,2026-06-25,2,C,31.6,1.69,31.0,2.43,32.0,32°C,1.0,0.0,0.226,0.15,0.433,0.729
ZBAA,2026-06-25,3,C,32.56,2.16,31.97,2.34,32.0,32°C,0.0,1.0,0.177,0.17,0.562,0.546
ZSPD,2026-06-25,2,C,25.8,1.21,24.7,1.52,25.0,25°C,0.0,1.0,0.261,0.254,0.486,0.378
ZSPD,2026-06-25,3,C,26.64,1.5,25.5,1.91,25.0,25°C,0.0,1.0,0.147,0.199,1.003,0.499
EDDM,2026-06-26,1,C,34.83,1.46,33.0,1.87,34.0,34°C,0.0,0.0,0.23,0.183,0.524,0.646
EDDM,2026-06-26,2,C,34.7,1.92,32.77,2.48,34.0,34°C,0.0,0.0,0.193,0.141,0.548,0.819
EDDM,2026-06-26,3,C,34.08,1.9,32.33,2.48,34.0,34°C,1.0,0.0,0.207,0.128,0.447,1.01
EGLC,2026-06-26,1,C,36.13,0.78,35.97,0.97,36.0,36°C,1.0,1.0,0.471,0.393,0.192,0.227
EGLC,2026-06-26,2,C,35.94,1.02,35.63,1.24,36.0,36°C,1.0,1.0,0.376,0.3,0.239,0.333
EGLC,2026-06-26,3,C,34.59,1.49,34.53,1.85,36.0,36°C,0.0,0.0,0.171,0.157,0.842,0.873
KLGA,2026-06-26,1,F,83.53,1.57,82.3,2.26,83.0,82-83°F,0.0,1.0,0.395,0.34,0.438,0.614
KLGA,2026-06-26,2,F,87.72,2.6,86.73,3.7,83.0,82-83°F,0.0,0.0,0.044,0.112,3.325,2.25
KLGA,2026-06-26,3,F,86.47,2.95,85.2,3.8,83.0,82-83°F,0.0,0.0,0.111,0.162,2.153,1.382
KORD,2026-06-26,1,F,67.54,1.61,66.0,1.93,66.0,66-67°F,0.0,0.0,0.386,0.383,0.925,0.452
KORD,2026-06-26,2,F,71.13,2.7,69.57,3.4,66.0,66-67°F,0.0,0.0,0.071,0.156,3.667,2.164
KORD,2026-06-26,3,F,73.88,3.4,72.4,4.12,66.0,66-67°F,0.0,0.0,0.023,0.07,5.983,4.288
LEMD,2026-06-26,1,C,32.74,0.81,32.37,1.04,33.0,33°C,1.0,0.0,0.442,0.311,0.223,0.392
LEMD,2026-06-26,2,C,32.65,1.06,32.33,1.34,33.0,33°C,1.0,0.0,0.346,0.259,0.293,0.443
LEMD,2026-06-26,3,C,32.94,1.2,32.67,1.51,33.0,33°C,1.0,1.0,0.322,0.253,0.282,0.382
LFPB,2026-06-26,1,C,37.1,1.2,36.37,1.81,37.0,37°C,1.0,0.0,0.323,0.205,0.282,0.511
LFPB,2026-06-26,2,C,38.53,1.18,37.63,1.7,37.0,37°C,0.0,0.0,0.148,0.216,0.973,0.49
LFPB,2026-06-26,3,C,38.1,1.2,37.47,1.69,37.0,37°C,0.0,1.0,0.218,0.225,0.654,0.445
LIMC,2026-06-26,1,C,35.09,0.69,34.37,1.2,34.0,34°C,0.0,1.0,0.186,0.309,0.734,0.325
LIMC,2026-06-26,2,C,35.59,1.0,34.67,1.49,34.0,34°C,0.0,0.0,0.12,0.238,1.07,0.466
LIMC,2026-06-26,3,C,35.47,1.15,34.7,1.55,34.0,34°C,0.0,0.0,0.156,0.229,0.933,0.487
RCSS,2026-06-26,2,C,28.23,2.71,27.03,2.83,28.0,28°C,1.0,0.0,0.146,0.132,0.642,0.791
RCSS,2026-06-26,3,C,27.81,2.88,26.53,2.92,28.0,28°C,1.0,0.0,0.138,0.12,0.678,0.97
RJTT,2026-06-26,2,C,28.03,1.18,27.67,1.9,28.0,28°C,1.0,1.0,0.328,0.204,0.276,0.468
RJTT,2026-06-26,3,C,26.14,1.36,25.67,1.95,28.0,28°C,0.0,0.0,0.117,0.101,1.199,1.453
RKSI,2026-06-26,2,C,28.47,2.55,25.63,3.79,25.0,25°C,0.0,0.0,0.062,0.103,2.238,0.928
RKSI,2026-06-26,3,C,28.54,2.72,25.77,3.65,25.0,25°C,0.0,0.0,0.063,0.107,2.251,0.917
ZBAA,2026-06-26,2,C,33.67,1.57,33.13,1.86,34.0,34°C,1.0,0.0,0.244,0.19,0.396,0.593
ZBAA,2026-06-26,3,C,32.6,2.23,32.17,2.63,34.0,34°C,0.0,0.0,0.146,0.119,0.863,1.105
ZSPD,2026-06-26,2,C,27.1,1.21,26.03,1.53,27.0,27°C,1.0,0.0,0.319,0.212,0.287,0.593
ZSPD,2026-06-26,3,C,27.27,1.49,26.17,1.85,27.0,27°C,1.0,0.0,0.258,0.193,0.368,0.58
EDDM,2026-06-27,1,C,36.22,1.28,34.4,1.67,36.0,36°C,1.0,0.0,0.3,0.151,0.314,0.959
EDDM,2026-06-27,2,C,36.25,2.09,34.1,2.67,36.0,36°C,1.0,0.0,0.188,0.116,0.5,1.142
EDDM,2026-06-27,3,C,36.29,2.19,34.17,2.82,36.0,36°C,1.0,0.0,0.179,0.114,0.526,1.119
EGLC,2026-06-27,1,C,31.37,0.97,31.3,1.21,31.0,31°C,1.0,1.0,0.368,0.312,0.283,0.312
EGLC,2026-06-27,2,C,31.85,1.08,31.53,1.31,31.0,31°C,0.0,0.0,0.267,0.274,0.507,0.392
EGLC,2026-06-27,3,C,31.7,1.71,31.77,2.06,31.0,31°C,0.0,0.0,0.211,0.179,0.515,0.594
KLGA,2026-06-27,1,F,79.32,1.51,78.1,2.18,78.0,78-79°F,1.0,1.0,0.433,0.348,0.786,0.511
KLGA,2026-06-27,2,F,81.36,2.52,79.97,3.53,78.0,78-79°F,0.0,0.0,0.167,0.205,2.152,1.253
KLGA,2026-06-27,3,F,80.32,3.87,78.7,5.94,78.0,78-79°F,0.0,1.0,0.183,0.134,1.443,1.421
KORD,2026-06-27,1,F,77.32,1.59,75.67,1.82,76.0,76-77°F,1.0,1.0,0.419,0.379,0.786,0.45
KORD,2026-06-27,2,F,77.5,2.68,75.7,3.28,76.0,76-77°F,0.0,1.0,0.272,0.233,0.954,0.777
KORD,2026-06-27,3,F,77.95,3.27,76.23,3.7,76.0,76-77°F,0.0,1.0,0.218,0.213,1.216,0.87
LEMD,2026-06-27,1,C,35.22,0.75,34.8,0.96,36.0,36°C,0.0,0.0,0.309,0.195,0.475,0.755
LEMD,2026-06-27,2,C,35.17,1.05,34.8,1.32,36.0,36°C,0.0,0.0,0.274,0.199,0.496,0.716
LEMD,2026-06-27,3,C,35.33,1.45,35.03,1.82,36.0,36°C,0.0,0.0,0.243,0.189,0.46,0.625
LFPB,2026-06-27,1,C,36.92,0.87,36.17,1.31,37.0,<= 37°C,1.0,1.0,0.747,0.846,0.207,0.511
LFPB,2026-06-27,2,C,37.67,1.09,36.83,1.57,37.0,<= 37°C,1.0,1.0,0.438,0.664,0.414,0.375
LFPB,2026-06-27,3,C,38.6,1.19,37.97,1.64,37.0,<= 37°C,0.0,1.0,0.176,0.388,1.032,0.605
LIMC,2026-06-27,1,C,35.94,0.7,35.27,1.23,36.0,36°C,1.0,0.0,0.523,0.267,0.166,0.457
LIMC,2026-06-27,2,C,35.94,1.08,35.1,1.73,36.0,36°C,1.0,0.0,0.355,0.199,0.254,0.587
LIMC,2026-06-27,3,C,35.82,1.22,35.1,1.77,36.0,36°C,1.0,0.0,0.316,0.196,0.295,0.592
RCSS,2026-06-27,2,C,29.27,2.75,28.13,2.88,28.0,28°C,0.0,0.0,0.13,0.138,0.875,0.676
RCSS,2026-06-27,3,C,29.13,3.21,27.9,3.33,28.0,28°C,0.0,0.0,0.116,0.119,0.907,0.779
RJTT,2026-06-27,2,C,25.5,1.01,24.87,1.38,23.0,23°C,0.0,0.0,0.023,0.118,1.933,1.2
RJTT,2026-06-27,3,C,25.78,1.24,25.13,1.55,23.0,23°C,0.0,0.0,0.029,0.101,2.09,1.38
RKSI,2026-06-27,2,C,29.67,2.63,27.27,3.71,28.0,28°C,0.0,0.0,0.124,0.105,1.022,0.926
RKSI,2026-06-27,3,C,29.91,3.2,27.7,3.99,28.0,28°C,0.0,0.0,0.104,0.099,1.191,0.942
ZBAA,2026-06-27,2,C,35.55,1.63,35.33,2.12,35.0,35°C,0.0,1.0,0.228,0.184,0.453,0.517
ZBAA,2026-06-27,3,C,35.66,2.18,35.4,2.37,35.0,35°C,0.0,1.0,0.174,0.165,0.588,0.581
ZSPD,2026-06-27,2,C,26.87,1.21,25.77,1.54,27.0,27°C,1.0,0.0,0.318,0.187,0.289,0.734
ZSPD,2026-06-27,3,C,26.31,1.49,25.27,1.72,27.0,27°C,0.0,0.0,0.238,0.14,0.472,1.046
EDDM,2026-06-28,1,C,35.52,1.25,33.77,1.71,35.0,35°C,0.0,0.0,0.286,0.178,0.377,0.74
EDDM,2026-06-28,2,C,37.16,2.03,35.0,2.56,35.0,35°C,0.0,0.0,0.112,0.155,1.315,0.599
EDDM,2026-06-28,3,C,36.13,1.96,34.2,2.56,35.0,35°C,0.0,0.0,0.171,0.148,0.71,0.697
EGLC,2026-06-28,1,C,26.37,0.74,26.2,0.93,26.0,26°C,1.0,1.0,0.452,0.402,0.244,0.234
EGLC,2026-06-28,2,C,26.45,1.25,26.4,1.54,26.0,26°C,1.0,1.0,0.293,0.246,0.356,0.401
EGLC,2026-06-28,3,C,26.32,1.72,26.4,2.08,26.0,26°C,1.0,1.0,0.225,0.186,0.425,0.517
KLGA,2026-06-28,1,F,83.4,1.47,82.0,2.08,82.0,82-83°F,1.0,1.0,0.429,0.36,0.839,0.486
KLGA,2026-06-28,2,F,82.46,2.49,81.03,3.5,82.0,82-83°F,1.0,0.0,0.312,0.206,0.616,0.924
KLGA,2026-06-28,3,F,84.43,3.31,83.1,4.66,82.0,82-83°F,0.0,1.0,0.201,0.169,1.455,1.192
KORD,2026-06-28,1,F,82.77,1.55,81.03,1.68,81.0,80-81°F,0.0,1.0,0.189,0.429,1.09,0.392
KORD,2026-06-28,2,F,84.93,2.67,83.33,3.26,81.0,80-81°F,0.0,0.0,0.079,0.167,2.587,1.401
KORD,2026-06-28,3,F,88.06,3.48,86.13,4.42,81.0,80-81°F,0.0,0.0,0.023,0.081,5.154,3.177
LEMD,2026-06-28,1,C,34.58,0.77,34.2,0.98,36.0,36°C,0.0,0.0,0.109,0.083,1.008,1.272
LEMD,2026-06-28,2,C,33.8,1.15,33.5,1.45,36.0,36°C,0.0,0.0,0.06,0.064,1.578,1.733
LEMD,2026-06-28,3,C,34.26,1.27,33.97,1.6,36.0,36°C,0.0,0.0,0.126,0.112,1.123,1.286
LFPB,2026-06-28,1,C,30.74,1.15,30.33,1.72,31.0,31°C,1.0,0.0,0.329,0.213,0.292,0.503
LFPB,2026-06-28,2,C,32.09,1.26,31.77,1.76,31.0,31°C,0.0,0.0,0.216,0.204,0.649,0.543
LFPB,2026-06-28,3,C,32.48,1.52,32.17,2.13,31.0,31°C,0.0,0.0,0.164,0.16,0.887,0.747
LIMC,2026-06-28,1,C,35.44,0.7,34.73,1.23,36.0,36°C,0.0,0.0,0.398,0.191,0.336,0.766
LIMC,2026-06-28,2,C,36.6,1.1,35.6,1.71,36.0,36°C,0.0,0.0,0.306,0.224,0.384,0.437
LIMC,2026-06-28,3,C,35.74,1.15,35.07,1.55,36.0,36°C,1.0,0.0,0.328,0.212,0.292,0.58
RCSS,2026-06-28,2,C,30.9,2.63,30.13,2.71,34.0,>= 33°C,1.0,1.0,0.272,0.191,1.921,2.525
RCSS,2026-06-28,3,C,30.77,2.88,30.03,2.93,34.0,>= 33°C,1.0,1.0,0.274,0.2,1.984,2.552
RJTT,2026-06-28,2,C,24.48,1.02,23.73,1.4,24.0,24°C,1.0,1.0,0.34,0.275,0.327,0.347
RJTT,2026-06-28,3,C,24.72,1.3,23.87,1.75,24.0,24°C,0.0,1.0,0.259,0.225,0.461,0.413
RKSI,2026-06-28,2,C,28.31,2.27,25.6,3.27,27.0,27°C,0.0,0.0,0.148,0.111,0.823,1.0
RKSI,2026-06-28,3,C,29.03,2.72,26.33,3.64,27.0,27°C,0.0,0.0,0.111,0.107,1.215,0.899
ZBAA,2026-06-28,2,C,31.3,1.77,30.8,2.67,34.0,34°C,0.0,0.0,0.072,0.073,1.794,1.995
ZBAA,2026-06-28,3,C,31.59,2.6,31.4,4.03,34.0,34°C,0.0,0.0,0.1,0.08,1.441,1.589
ZSPD,2026-06-28,2,C,29.13,1.21,28.0,1.53,30.0,30°C,0.0,0.0,0.25,0.112,0.524,1.273
ZSPD,2026-06-28,3,C,28.49,1.49,27.4,1.77,30.0,30°C,0.0,0.0,0.16,0.078,0.913,1.711
EDDM,2026-06-29,1,C,29.54,1.4,28.2,1.76,30.0,30°C,1.0,0.0,0.266,0.134,0.385,1.088
EDDM,2026-06-29,2,C,31.23,1.93,29.7,2.38,30.0,30°C,0.0,1.0,0.168,0.165,0.752,0.57
EDDM,2026-06-29,3,C,27.73,1.85,27.37,2.32,30.0,30°C,0.0,0.0,0.102,0.09,1.422,1.621
EGLC,2026-06-29,1,C,24.44,0.85,24.33,1.07,25.0,25°C,0.0,0.0,0.366,0.3,0.34,0.411
EGLC,2026-06-29,2,C,25.21,1.08,25.03,1.34,25.0,25°C,1.0,1.0,0.351,0.291,0.268,0.313
EGLC,2026-06-29,3,C,25.42,1.38,25.37,1.68,25.0,25°C,1.0,1.0,0.27,0.229,0.375,0.424
KLGA,2026-06-29,1,F,90.18,1.57,89.1,2.27,87.0,86-87°F,0.0,0.0,0.043,0.184,2.319,1.255
KLGA,2026-06-29,2,F,88.85,2.58,87.53,3.73,87.0,86-87°F,0.0,0.0,0.203,0.204,1.111,0.902
KLGA,2026-06-29,3,F,87.27,3.0,85.93,3.97,87.0,86-87°F,1.0,1.0,0.253,0.197,0.711,1.042
KORD,2026-06-29,1,F,93.67,1.57,92.03,1.75,92.0,92-93°F,0.0,1.0,0.372,0.419,1.018,0.408
KORD,2026-06-29,2,F,94.92,2.81,93.07,3.72,92.0,92-93°F,0.0,1.0,0.195,0.209,1.766,0.991
KORD,2026-06-29,3,F,94.84,3.36,93.13,3.99,92.0,92-93°F,0.0,1.0,0.185,0.195,1.687,1.06
LEMD,2026-06-29,1,C,34.14,0.76,33.73,0.97,34.0,34°C,1.0,1.0,0.481,0.379,0.188,0.256
LEMD,2026-06-29,2,C,34.92,0.97,34.5,1.23,34.0,34°C,0.0,1.0,0.26,0.292,0.553,0.367
LEMD,2026-06-29,3,C,35.1,1.14,34.67,1.45,34.0,34°C,0.0,0.0,0.22,0.244,0.657,0.458
LFPB,2026-06-29,1,C,27.94,0.78,27.47,1.16,28.0,28°C,1.0,0.0,0.479,0.302,0.184,0.367
LFPB,2026-06-29,2,C,27.89,1.2,27.43,1.76,28.0,28°C,1.0,0.0,0.322,0.212,0.285,0.484
LFPB,2026-06-29,3,C,28.07,1.18,27.67,1.68,28.0,28°C,1.0,1.0,0.327,0.23,0.278,0.419
LIMC,2026-06-29,1,C,35.97,0.78,35.07,1.34,35.0,<= 35°C,0.0,1.0,0.273,0.626,0.61,0.315
LIMC,2026-06-29,2,C,35.7,1.44,34.4,2.41,35.0,<= 35°C,1.0,1.0,0.445,0.676,0.469,0.622
LIMC,2026-06-29,3,C,35.54,1.18,34.83,1.66,35.0,<= 35°C,1.0,1.0,0.488,0.656,0.371,0.394
RCSS,2026-06-29,2,C,33.33,2.63,33.0,2.7,35.0,35°C,0.0,0.0,0.124,0.112,1.025,1.197
RCSS,2026-06-29,3,C,33.35,2.8,33.03,2.81,35.0,35°C,0.0,0.0,0.119,0.111,1.032,1.184
RJTT,2026-06-29,2,C,26.37,1.01,25.83,1.37,25.0,25°C,0.0,0.0,0.162,0.238,0.883,0.517
RJTT,2026-06-29,3,C,26.61,1.39,26.17,2.01,25.0,25°C,0.0,0.0,0.148,0.166,0.997,0.733
RKSI,2026-06-29,2,C,27.87,2.22,25.37,2.99,26.0,26°C,0.0,0.0,0.126,0.13,1.112,0.751
RKSI,2026-06-29,3,C,27.59,2.61,25.13,3.09,26.0,26°C,0.0,0.0,0.126,0.124,0.987,0.818
ZBAA,2026-06-29,2,C,28.42,1.66,27.47,2.22,27.0,27°C,0.0,1.0,0.166,0.174,0.845,0.559
ZBAA,2026-06-29,3,C,28.59,2.24,27.5,2.74,27.0,27°C,0.0,1.0,0.138,0.142,0.958,0.676
ZSPD,2026-06-29,2,C,27.14,1.21,26.17,1.46,27.0,27°C,1.0,0.0,0.319,0.229,0.289,0.526
ZSPD,2026-06-29,3,C,27.65,1.49,26.7,1.73,27.0,27°C,0.0,1.0,0.24,0.224,0.458,0.425
EDDM,2026-06-30,1,C,28.12,1.01,27.1,1.35,28.0,28°C,1.0,0.0,0.378,0.234,0.241,0.546
EDDM,2026-06-30,2,C,28.88,1.68,27.53,2.14,28.0,28°C,0.0,1.0,0.204,0.181,0.574,0.54
EDDM,2026-06-30,3,C,27.93,1.94,26.57,2.42,28.0,28°C,1.0,0.0,0.203,0.138,0.454,0.895
