station,target,lead,unit,mu_cal,sigma_cal,mu_raw,sigma_raw,max_real,win_mkt,hit_cal,hit_raw,pwin_cal,pwin_raw,crps_cal,crps_raw
LEMD,2026-05-27,3,C,34.59,1.03,34.03,1.3,35.0,35°C,1.0,0.0,0.346,0.23,0.306,0.578
LFPB,2026-05-27,1,C,31.97,0.9,31.03,1.25,31.0,31°C,0.0,1.0,0.249,0.311,0.591,0.292
LFPB,2026-05-27,2,C,31.56,1.15,30.63,1.59,31.0,31°C,0.0,1.0,0.302,0.241,0.374,0.404
LFPB,2026-05-27,3,C,31.45,1.19,30.6,1.65,31.0,31°C,1.0,1.0,0.304,0.232,0.346,0.424
LIMC,2026-05-27,1,C,33.55,0.7,32.77,1.19,33.0,33°C,0.0,1.0,0.404,0.319,0.329,0.297
LIMC,2026-05-27,2,C,33.85,0.99,32.93,1.49,33.0,33°C,0.0,1.0,0.274,0.263,0.508,0.349
LIMC,2026-05-27,3,C,34.38,1.23,33.37,1.74,33.0,33°C,0.0,1.0,0.174,0.221,0.845,0.437
RCSS,2026-05-27,2,C,36.36,2.69,37.3,2.78,38.0,38°C,0.0,0.0,0.123,0.138,1.017,0.72
RCSS,2026-05-27,3,C,35.99,2.91,36.83,2.95,38.0,38°C,0.0,0.0,0.108,0.125,1.215,0.871
RJTT,2026-05-27,2,C,26.48,1.22,26.7,1.97,27.0,27°C,0.0,1.0,0.293,0.198,0.37,0.478
RJTT,2026-05-27,3,C,26.64,1.37,26.9,2.02,27.0,27°C,1.0,0.0,0.275,0.195,0.359,0.474
RKSI,2026-05-27,2,C,25.14,2.3,22.9,2.92,25.0,>= 25°C,1.0,1.0,0.609,0.292,0.541,1.26
RKSI,2026-05-27,3,C,24.69,2.69,22.2,3.17,25.0,>= 25°C,1.0,1.0,0.528,0.234,0.643,1.668
ZBAA,2026-05-27,2,C,29.41,1.64,28.7,2.22,29.0,29°C,1.0,1.0,0.232,0.177,0.425,0.535
ZBAA,2026-05-27,3,C,28.92,2.14,28.17,2.25,29.0,29°C,1.0,0.0,0.184,0.164,0.502,0.648
ZSPD,2026-05-27,2,C,28.43,1.22,27.13,1.69,30.0,30°C,0.0,0.0,0.146,0.057,0.995,1.976
ZSPD,2026-05-27,3,C,29.45,1.49,28.27,1.72,30.0,30°C,0.0,0.0,0.247,0.14,0.427,1.046
EDDM,2026-05-28,1,C,25.34,1.31,23.93,1.71,26.0,26°C,0.0,0.0,0.263,0.113,0.437,1.29
EDDM,2026-05-28,2,C,25.27,1.74,23.8,2.22,26.0,26°C,0.0,0.0,0.207,0.11,0.527,1.324
EDDM,2026-05-28,3,C,25.29,1.73,23.97,2.17,26.0,26°C,0.0,0.0,0.21,0.118,0.518,1.216
EGLC,2026-05-28,1,C,30.82,0.68,30.53,0.86,31.0,>= 31°C,1.0,1.0,0.679,0.516,0.179,0.299
EGLC,2026-05-28,2,C,30.32,1.13,29.93,1.38,31.0,>= 31°C,1.0,1.0,0.436,0.341,0.422,0.636
EGLC,2026-05-28,3,C,30.96,1.38,30.53,1.69,31.0,>= 31°C,1.0,1.0,0.631,0.508,0.323,0.445
KLGA,2026-05-28,1,F,76.71,1.43,75.5,1.95,75.0,74-75°F,0.0,0.0,0.186,0.347,1.065,0.507
KLGA,2026-05-28,2,F,75.69,2.45,74.5,3.37,75.0,74-75°F,0.0,1.0,0.283,0.233,0.65,0.817
KLGA,2026-05-28,3,F,75.67,2.91,74.37,3.7,75.0,74-75°F,0.0,1.0,0.249,0.213,0.742,0.909
KORD,2026-05-28,1,F,72.4,1.86,70.93,2.84,71.0,70-71°F,0.0,1.0,0.255,0.273,0.836,0.664
KORD,2026-05-28,2,F,72.82,2.78,71.3,3.67,71.0,70-71°F,0.0,1.0,0.201,0.21,1.109,0.867
KORD,2026-05-28,3,F,71.9,3.48,70.63,4.46,71.0,70-71°F,0.0,1.0,0.209,0.177,0.906,1.055
LEMD,2026-05-28,1,C,34.38,0.77,33.83,0.99,35.0,35°C,0.0,0.0,0.364,0.204,0.372,0.725
LEMD,2026-05-28,2,C,34.6,0.97,34.03,1.23,35.0,35°C,1.0,0.0,0.364,0.236,0.292,0.576
LEMD,2026-05-28,3,C,34.52,1.04,33.97,1.31,35.0,35°C,1.0,0.0,0.336,0.221,0.33,0.615
LFPB,2026-05-28,1,C,32.72,0.87,31.8,1.22,33.0,33°C,1.0,0.0,0.414,0.201,0.24,0.721
LFPB,2026-05-28,2,C,32.01,1.31,31.0,1.8,33.0,33°C,0.0,0.0,0.226,0.12,0.591,1.226
LFPB,2026-05-28,3,C,32.01,1.31,31.07,1.81,33.0,33°C,0.0,0.0,0.226,0.125,0.592,1.177
LIMC,2026-05-28,1,C,33.55,0.73,32.7,1.26,33.0,33°C,0.0,1.0,0.396,0.301,0.33,0.322
LIMC,2026-05-28,2,C,32.6,1.19,31.4,1.96,33.0,33°C,1.0,0.0,0.309,0.145,0.33,0.952
LIMC,2026-05-28,3,C,32.69,1.19,31.77,1.67,33.0,33°C,1.0,0.0,0.316,0.181,0.31,0.738
RCSS,2026-05-28,2,C,34.53,2.79,35.07,2.94,38.0,>= 38°C,1.0,1.0,0.144,0.204,2.178,1.767
RCSS,2026-05-28,3,C,34.64,2.81,35.3,2.82,38.0,>= 38°C,1.0,1.0,0.154,0.217,2.091,1.618
RJTT,2026-05-28,2,C,25.87,1.18,26.0,1.94,27.0,>= 27°C,0.0,1.0,0.297,0.398,0.676,0.654
RJTT,2026-05-28,3,C,24.47,1.31,24.27,1.79,27.0,>= 27°C,0.0,0.0,0.061,0.106,1.815,1.823
RKSI,2026-05-28,2,C,24.16,2.43,21.7,3.33,23.0,23°C,0.0,0.0,0.146,0.111,0.785,0.978
RKSI,2026-05-28,3,C,23.81,2.53,21.3,3.13,23.0,23°C,0.0,0.0,0.149,0.11,0.693,1.09
ZBAA,2026-05-28,2,C,30.33,1.6,29.77,2.03,30.0,30°C,1.0,1.0,0.24,0.194,0.402,0.484
ZBAA,2026-05-28,3,C,30.54,2.17,29.9,2.43,30.0,30°C,0.0,1.0,0.176,0.163,0.561,0.569
ZSPD,2026-05-28,2,C,28.27,1.23,27.03,1.69,28.0,28°C,1.0,0.0,0.31,0.199,0.31,0.61
ZSPD,2026-05-28,3,C,29.34,1.49,28.1,1.76,28.0,28°C,0.0,1.0,0.178,0.223,0.802,0.414
EDDM,2026-05-29,1,C,26.99,1.4,25.43,1.81,28.0,28°C,0.0,0.0,0.218,0.082,0.606,1.674
EDDM,2026-05-29,2,C,26.94,1.85,25.3,2.34,28.0,28°C,0.0,0.0,0.182,0.088,0.667,1.668
EDDM,2026-05-29,3,C,26.73,1.9,25.17,2.37,28.0,28°C,0.0,0.0,0.167,0.083,0.772,1.764
EGLC,2026-05-29,1,C,26.28,0.97,26.17,1.18,26.0,26°C,1.0,1.0,0.381,0.325,0.258,0.285
EGLC,2026-05-29,2,C,26.76,1.11,26.53,1.37,26.0,26°C,0.0,0.0,0.279,0.266,0.462,0.401
EGLC,2026-05-29,3,C,26.5,1.92,25.93,2.46,26.0,26°C,1.0,1.0,0.199,0.161,0.499,0.575
KLGA,2026-05-29,1,F,79.18,1.55,78.3,2.29,78.0,78-79°F,1.0,1.0,0.443,0.337,0.706,0.55
KLGA,2026-05-29,2,F,79.39,2.41,78.2,3.28,78.0,78-79°F,1.0,1.0,0.302,0.239,0.873,0.771
KLGA,2026-05-29,3,F,79.14,2.94,78.07,3.77,78.0,78-79°F,1.0,1.0,0.26,0.208,0.862,0.883
KORD,2026-05-29,1,F,86.13,1.64,84.73,2.06,84.0,>= 84°F,1.0,1.0,0.946,0.725,1.354,0.584
KORD,2026-05-29,2,F,85.9,2.67,84.4,3.25,84.0,>= 84°F,1.0,1.0,0.816,0.609,1.142,0.779
KORD,2026-05-29,3,F,82.95,3.43,81.7,4.31,84.0,>= 84°F,1.0,1.0,0.437,0.338,0.929,1.486
LEMD,2026-05-29,1,C,35.33,0.78,34.73,1.0,36.0,36°C,0.0,0.0,0.346,0.183,0.4,0.8
LEMD,2026-05-29,2,C,35.47,1.01,34.87,1.28,36.0,36°C,0.0,0.0,0.334,0.209,0.344,0.675
LEMD,2026-05-29,3,C,35.5,1.05,34.9,1.33,36.0,36°C,1.0,0.0,0.329,0.211,0.338,0.654
LFPB,2026-05-29,1,C,33.3,0.68,32.47,0.97,33.0,33°C,1.0,0.0,0.499,0.342,0.209,0.341
LFPB,2026-05-29,2,C,33.64,1.13,32.67,1.57,33.0,33°C,0.0,1.0,0.294,0.244,0.404,0.395
LFPB,2026-05-29,3,C,33.44,1.18,32.53,1.64,33.0,33°C,1.0,1.0,0.307,0.23,0.34,0.437
LIMC,2026-05-29,1,C,30.19,0.66,29.43,1.09,29.0,29°C,0.0,1.0,0.141,0.328,0.841,0.323
LIMC,2026-05-29,2,C,30.0,1.18,28.9,1.88,29.0,29°C,0.0,1.0,0.235,0.21,0.592,0.441
LIMC,2026-05-29,3,C,29.73,1.16,28.9,1.58,29.0,29°C,0.0,1.0,0.278,0.248,0.446,0.372
RCSS,2026-05-29,2,C,29.18,2.64,28.7,2.72,29.0,29°C,1.0,1.0,0.15,0.145,0.622,0.65
RCSS,2026-05-29,3,C,30.36,3.09,30.0,3.2,29.0,29°C,0.0,0.0,0.117,0.118,0.956,0.871
RJTT,2026-05-29,2,C,28.14,1.75,28.8,3.48,30.0,30°C,0.0,0.0,0.13,0.108,1.128,0.977
RJTT,2026-05-29,3,C,28.53,1.82,29.2,3.39,30.0,30°C,0.0,0.0,0.157,0.114,0.875,0.866
RKSI,2026-05-29,2,C,25.36,2.81,22.8,4.01,25.0,25°C,0.0,0.0,0.14,0.085,0.676,1.407
RKSI,2026-05-29,3,C,25.11,2.78,22.5,3.72,25.0,25°C,0.0,0.0,0.142,0.085,0.653,1.516
ZBAA,2026-05-29,2,C,33.14,1.74,32.87,2.65,34.0,34°C,0.0,0.0,0.201,0.137,0.572,0.81
ZBAA,2026-05-29,3,C,32.81,2.26,32.6,2.93,34.0,34°C,0.0,0.0,0.152,0.121,0.774,0.947
ZSPD,2026-05-29,2,C,25.67,1.22,24.5,1.65,27.0,27°C,0.0,0.0,0.182,0.078,0.81,1.661
ZSPD,2026-05-29,3,C,27.1,1.48,26.0,1.67,27.0,27°C,1.0,0.0,0.263,0.198,0.35,0.622
EDDM,2026-05-30,1,C,28.13,1.68,26.57,2.09,29.0,29°C,0.0,0.0,0.206,0.097,0.568,1.506
EDDM,2026-05-30,2,C,28.93,1.73,27.23,2.21,29.0,29°C,1.0,0.0,0.227,0.131,0.406,1.052
EDDM,2026-05-30,3,C,28.48,1.77,26.93,2.27,29.0,29°C,0.0,0.0,0.213,0.116,0.475,1.233
EGLC,2026-05-30,1,C,28.38,0.86,28.23,1.05,27.0,27°C,0.0,0.0,0.139,0.193,0.933,0.765
EGLC,2026-05-30,2,C,28.76,1.07,28.53,1.31,27.0,27°C,0.0,0.0,0.101,0.155,1.203,0.951
EGLC,2026-05-30,3,C,28.46,1.22,28.2,1.46,27.0,27°C,0.0,0.0,0.162,0.193,0.908,0.714
KLGA,2026-05-30,1,F,70.14,1.5,68.9,2.15,71.0,70-71°F,1.0,0.0,0.482,0.277,0.542,1.262
KLGA,2026-05-30,2,F,69.37,2.45,68.1,3.39,71.0,70-71°F,0.0,0.0,0.287,0.182,0.988,1.726
KLGA,2026-05-30,3,F,67.6,2.98,66.17,3.88,71.0,70-71°F,0.0,0.0,0.167,0.11,2.094,3.041
KORD,2026-05-30,1,F,72.97,1.73,71.33,2.33,73.0,72-73°F,1.0,0.0,0.423,0.295,0.404,1.001
KORD,2026-05-30,2,F,73.61,2.88,71.77,3.91,73.0,72-73°F,0.0,0.0,0.253,0.199,0.724,1.067
KORD,2026-05-30,3,F,72.68,3.45,71.37,4.4,73.0,72-73°F,0.0,0.0,0.228,0.174,0.817,1.268
LEMD,2026-05-30,1,C,35.73,0.8,35.17,1.03,36.0,36°C,1.0,0.0,0.445,0.276,0.222,0.496
LEMD,2026-05-30,2,C,35.84,0.98,35.23,1.24,36.0,36°C,1.0,0.0,0.385,0.261,0.24,0.473
LEMD,2026-05-30,3,C,35.73,1.07,35.13,1.35,36.0,36°C,1.0,0.0,0.35,0.237,0.276,0.53
LFPB,2026-05-30,1,C,33.74,1.0,32.83,1.45,33.0,33°C,0.0,1.0,0.297,0.269,0.443,0.346
LFPB,2026-05-30,2,C,33.8,1.08,32.9,1.52,33.0,33°C,0.0,1.0,0.275,0.257,0.481,0.358
LFPB,2026-05-30,3,C,33.25,1.18,32.37,1.64,33.0,33°C,1.0,0.0,0.321,0.223,0.298,0.48
LIMC,2026-05-30,1,C,30.42,0.7,29.53,1.17,30.0,30°C,1.0,1.0,0.453,0.306,0.261,0.347
LIMC,2026-05-30,2,C,30.97,1.19,29.77,1.94,30.0,30°C,0.0,1.0,0.239,0.202,0.575,0.464
LIMC,2026-05-30,3,C,30.57,1.39,29.33,2.13,30.0,30°C,0.0,0.0,0.258,0.177,0.419,0.581
RCSS,2026-05-30,2,C,30.88,2.62,30.73,2.69,31.0,31°C,1.0,1.0,0.151,0.147,0.614,0.64
RCSS,2026-05-30,3,C,30.72,2.81,30.57,2.82,31.0,31°C,1.0,1.0,0.141,0.139,0.667,0.686
RJTT,2026-05-30,2,C,27.61,1.09,27.9,1.66,28.0,28°C,1.0,0.0,0.333,0.237,0.309,0.39
RJTT,2026-05-30,3,C,27.4,1.27,27.63,1.67,28.0,28°C,0.0,0.0,0.275,0.23,0.408,0.422
RKSI,2026-05-30,2,C,23.21,2.39,20.5,3.27,24.0,24°C,0.0,0.0,0.157,0.069,0.662,2.131
RKSI,2026-05-30,3,C,23.19,2.68,20.6,3.23,24.0,24°C,0.0,0.0,0.141,0.071,0.725,2.064
ZBAA,2026-05-30,2,C,36.33,1.78,36.47,2.83,36.0,36°C,1.0,0.0,0.218,0.138,0.44,0.693
ZBAA,2026-05-30,3,C,36.45,2.37,36.57,3.44,36.0,36°C,0.0,0.0,0.164,0.114,0.588,0.841
ZSPD,2026-05-30,2,C,27.27,1.21,26.13,1.53,28.0,28°C,0.0,0.0,0.269,0.125,0.455,1.169
ZSPD,2026-05-30,3,C,26.83,1.49,25.6,1.79,28.0,28°C,0.0,0.0,0.195,0.091,0.697,1.541
EDDM,2026-05-31,1,C,28.97,1.94,27.3,2.4,29.0,29°C,0.0,0.0,0.203,0.129,0.454,1.022
EDDM,2026-05-31,2,C,29.24,2.15,27.3,2.67,29.0,29°C,0.0,0.0,0.183,0.121,0.513,1.042
EDDM,2026-05-31,3,C,28.13,2.01,26.6,2.46,29.0,29°C,0.0,0.0,0.179,0.101,0.616,1.442
EGLC,2026-05-31,1,C,23.4,0.73,23.23,0.91,24.0,24°C,0.0,0.0,0.382,0.303,0.354,0.456
EGLC,2026-05-31,2,C,23.49,1.02,23.3,1.24,24.0,24°C,0.0,0.0,0.336,0.269,0.337,0.444
EGLC,2026-05-31,3,C,23.54,1.24,23.3,1.5,24.0,24°C,1.0,0.0,0.293,0.235,0.357,0.479
KLGA,2026-05-31,1,F,78.26,1.52,77.17,2.16,77.0,76-77°F,0.0,1.0,0.274,0.342,0.75,0.51
KLGA,2026-05-31,2,F,77.03,2.51,76.13,3.6,77.0,76-77°F,1.0,1.0,0.303,0.218,0.587,0.925
KLGA,2026-05-31,3,F,77.34,2.98,76.43,3.94,77.0,76-77°F,1.0,1.0,0.253,0.2,0.712,0.954
KORD,2026-05-31,1,F,75.53,1.86,73.97,2.79,75.0,>= 66°F,1.0,1.0,1.0,0.999,0.495,0.804
KORD,2026-05-31,2,F,76.66,3.11,74.97,4.63,75.0,>= 66°F,1.0,1.0,1.0,0.98,1.07,1.083
KORD,2026-05-31,3,F,75.96,3.35,74.3,3.99,75.0,>= 66°F,1.0,1.0,0.999,0.986,0.892,0.981
LEMD,2026-05-31,1,C,34.7,0.76,34.17,0.97,35.0,35°C,1.0,0.0,0.458,0.281,0.225,0.496
LEMD,2026-05-31,2,C,35.04,0.99,34.5,1.25,35.0,35°C,1.0,0.0,0.388,0.287,0.231,0.371
LEMD,2026-05-31,3,C,34.97,1.05,34.43,1.33,35.0,35°C,1.0,0.0,0.367,0.27,0.245,0.405
LFPB,2026-05-31,1,C,22.97,0.75,22.4,1.06,25.0,25°C,0.0,0.0,0.02,0.022,1.613,2.006
LFPB,2026-05-31,2,C,22.42,0.93,21.97,1.32,25.0,25°C,0.0,0.0,0.012,0.024,2.062,2.3
LFPB,2026-05-31,3,C,23.08,1.13,22.53,1.58,25.0,25°C,0.0,0.0,0.089,0.076,1.32,1.656
LIMC,2026-05-31,1,C,31.23,0.76,30.43,1.33,31.0,31°C,1.0,0.0,0.473,0.268,0.204,0.406
LIMC,2026-05-31,2,C,31.55,1.16,30.47,1.85,31.0,31°C,0.0,0.0,0.3,0.205,0.373,0.493
LIMC,2026-05-31,3,C,31.34,1.2,30.4,1.66,31.0,31°C,1.0,0.0,0.312,0.222,0.317,0.474
RCSS,2026-05-31,2,C,29.69,2.64,29.27,2.72,30.0,30°C,1.0,0.0,0.149,0.141,0.631,0.714
RCSS,2026-05-31,3,C,29.92,2.81,29.57,2.82,30.0,30°C,1.0,1.0,0.141,0.139,0.656,0.685
RJTT,2026-05-31,2,C,28.12,1.23,28.53,2.07,27.0,27°C,0.0,0.0,0.214,0.146,0.666,0.917
RJTT,2026-05-31,3,C,27.98,1.49,28.4,2.33,27.0,27°C,0.0,0.0,0.214,0.142,0.597,0.87
RKSI,2026-05-31,2,C,25.04,2.67,22.47,3.74,27.0,27°C,0.0,0.0,0.114,0.051,1.175,2.832
RKSI,2026-05-31,3,C,24.93,3.07,22.27,4.02,27.0,27°C,0.0,0.0,0.103,0.05,1.253,2.938
ZBAA,2026-05-31,2,C,33.75,1.7,33.67,2.35,33.0,33°C,0.0,0.0,0.211,0.162,0.525,0.625
ZBAA,2026-05-31,3,C,34.41,2.2,34.33,2.59,33.0,33°C,0.0,0.0,0.147,0.134,0.862,0.873
ZSPD,2026-05-31,2,C,27.44,1.21,26.33,1.48,28.0,28°C,0.0,0.0,0.29,0.144,0.383,1.024
ZSPD,2026-05-31,3,C,27.25,1.49,26.13,1.71,28.0,28°C,0.0,0.0,0.233,0.129,0.497,1.141
EDDM,2026-06-01,1,C,22.47,1.06,21.5,1.42,23.0,23°C,0.0,0.0,0.323,0.161,0.351,0.911
EDDM,2026-06-01,2,C,22.17,1.41,21.33,1.8,23.0,23°C,0.0,0.0,0.235,0.144,0.52,0.996
EDDM,2026-06-01,3,C,22.09,1.75,21.07,2.16,23.0,23°C,0.0,0.0,0.197,0.124,0.594,1.153
EGLC,2026-06-01,1,C,22.58,0.68,22.33,0.85,23.0,23°C,1.0,0.0,0.461,0.337,0.259,0.397
EGLC,2026-06-01,2,C,22.35,1.1,22.2,1.33,23.0,23°C,0.0,0.0,0.298,0.247,0.406,0.497
EGLC,2026-06-01,3,C,22.26,1.38,22.2,1.68,23.0,23°C,0.0,0.0,0.246,0.21,0.479,0.541
KLGA,2026-06-01,1,F,71.58,1.51,70.4,2.18,69.0,68-69°F,0.0,0.0,0.08,0.248,1.782,0.856
KLGA,2026-06-01,2,F,73.44,2.42,72.2,3.31,69.0,68-69°F,0.0,0.0,0.045,0.129,3.138,1.92
KLGA,2026-06-01,3,F,75.21,2.99,74.13,3.91,69.0,68-69°F,0.0,0.0,0.023,0.073,4.564,3.271
KORD,2026-06-01,1,F,72.82,1.86,71.23,2.77,72.0,72-73°F,1.0,0.0,0.404,0.255,0.577,0.732
KORD,2026-06-01,2,F,72.85,2.76,70.93,3.55,72.0,72-73°F,1.0,0.0,0.281,0.202,0.749,0.957
KORD,2026-06-01,3,F,73.27,3.52,71.5,4.54,72.0,72-73°F,0.0,0.0,0.218,0.17,1.003,1.083
LEMD,2026-06-01,1,C,34.88,0.79,34.33,1.01,35.0,35°C,1.0,0.0,0.471,0.311,0.191,0.405
LEMD,2026-06-01,2,C,34.74,1.02,34.23,1.29,35.0,35°C,1.0,0.0,0.366,0.255,0.265,0.478
LEMD,2026-06-01,3,C,34.76,1.11,34.27,1.41,35.0,35°C,1.0,0.0,0.339,0.244,0.281,0.478
LFPB,2026-06-01,1,C,26.3,0.68,25.7,0.98,26.0,26°C,1.0,1.0,0.497,0.375,0.211,0.265
LFPB,2026-06-01,2,C,26.8,0.97,26.23,1.39,26.0,26°C,0.0,1.0,0.288,0.278,0.477,0.339
LFPB,2026-06-01,3,C,25.88,1.11,25.43,1.56,26.0,26°C,1.0,0.0,0.345,0.236,0.265,0.446
LIMC,2026-06-01,1,C,30.2,0.73,29.27,1.25,30.0,30°C,1.0,0.0,0.492,0.264,0.192,0.459
LIMC,2026-06-01,2,C,31.12,1.11,30.03,1.83,30.0,30°C,0.0,1.0,0.216,0.215,0.676,0.428
LIMC,2026-06-01,3,C,31.7,1.28,30.6,1.89,30.0,30°C,0.0,0.0,0.132,0.199,1.085,0.517
RCSS,2026-06-01,2,C,28.88,2.61,28.3,2.68,29.0,29°C,0.0,0.0,0.152,0.143,0.613,0.7
RCSS,2026-06-01,3,C,28.77,2.86,28.17,2.89,29.0,29°C,0.0,0.0,0.138,0.132,0.675,0.77
RJTT,2026-06-01,2,C,29.23,1.46,29.87,2.73,31.0,>= 29°C,1.0,1.0,0.691,0.691,1.108,0.824
RJTT,2026-06-01,3,C,29.91,1.54,30.6,2.56,31.0,>= 29°C,1.0,1.0,0.82,0.794,0.656,0.623
RKSI,2026-06-01,2,C,24.39,2.34,21.8,3.26,25.0,25°C,0.0,0.0,0.164,0.076,0.61,1.923
RKSI,2026-06-01,3,C,24.4,2.58,21.6,3.37,25.0,25°C,0.0,0.0,0.149,0.071,0.66,2.051
ZBAA,2026-06-01,2,C,35.26,1.69,35.33,2.32,36.0,36°C,0.0,0.0,0.213,0.164,0.52,0.619
ZBAA,2026-06-01,3,C,35.04,2.16,35.0,2.3,36.0,36°C,0.0,0.0,0.166,0.157,0.673,0.708
ZSPD,2026-06-01,2,C,27.52,1.21,26.4,1.48,28.0,28°C,1.0,0.0,0.298,0.151,0.358,0.976
ZSPD,2026-06-01,3,C,27.57,1.49,26.4,1.7,28.0,28°C,1.0,0.0,0.253,0.15,0.396,0.957
EDDM,2026-06-02,1,C,25.96,1.23,24.63,1.63,25.0,25°C,0.0,1.0,0.236,0.236,0.574,0.413
EDDM,2026-06-02,2,C,25.31,1.45,24.17,1.87,25.0,25°C,1.0,0.0,0.263,0.191,0.366,0.583
EDDM,2026-06-02,3,C,25.05,1.69,23.9,2.09,25.0,25°C,1.0,0.0,0.232,0.165,0.396,0.714
EGLC,2026-06-02,1,C,19.25,1.01,18.83,1.24,19.0,19°C,1.0,1.0,0.369,0.311,0.261,0.298
EGLC,2026-06-02,2,C,20.52,1.49,20.07,1.8,19.0,19°C,0.0,0.0,0.159,0.185,0.919,0.665
EGLC,2026-06-02,3,C,19.61,1.32,19.23,1.6,19.0,19°C,0.0,1.0,0.267,0.243,0.419,0.387
KLGA,2026-06-02,1,F,79.47,1.46,78.33,2.02,76.0,76-77°F,0.0,0.0,0.085,0.26,2.659,1.442
KLGA,2026-06-02,2,F,78.13,2.47,77.17,3.46,76.0,76-77°F,0.0,1.0,0.256,0.223,1.27,0.964
KLGA,2026-06-02,3,F,78.04,2.95,76.97,3.79,76.0,76-77°F,0.0,1.0,0.233,0.207,1.231,0.984
KORD,2026-06-02,1,F,75.44,1.71,73.93,2.34,74.0,>= 70°F,1.0,1.0,1.0,0.971,0.858,0.547
KORD,2026-06-02,2,F,75.45,2.71,74.0,3.42,74.0,>= 70°F,1.0,1.0,0.986,0.906,0.936,0.798
KORD,2026-06-02,3,F,75.46,3.32,74.0,3.89,74.0,>= 70°F,1.0,1.0,0.964,0.876,1.027,0.909
LEMD,2026-06-02,1,C,30.86,0.77,30.43,0.98,31.0,31°C,1.0,0.0,0.478,0.334,0.19,0.357
LEMD,2026-06-02,2,C,31.21,0.98,30.8,1.25,31.0,31°C,1.0,1.0,0.38,0.307,0.248,0.305
LEMD,2026-06-02,3,C,31.59,1.04,31.17,1.32,31.0,31°C,0.0,1.0,0.317,0.293,0.375,0.317
LFPB,2026-06-02,1,C,21.35,1.19,20.63,1.63,22.0,22°C,0.0,0.0,0.282,0.171,0.418,0.813
LFPB,2026-06-02,2,C,21.56,1.31,20.87,1.79,22.0,22°C,1.0,0.0,0.281,0.181,0.366,0.696
LFPB,2026-06-02,3,C,20.15,1.15,19.7,1.62,22.0,22°C,0.0,0.0,0.1,0.091,1.255,1.5
LIMC,2026-06-02,1,C,21.45,0.84,20.4,1.46,23.0,23°C,0.0,0.0,0.098,0.058,1.1,1.822
LIMC,2026-06-02,2,C,21.78,1.06,20.77,1.63,23.0,23°C,0.0,0.0,0.195,0.097,0.756,1.442
LIMC,2026-06-02,3,C,21.06,1.2,20.13,1.67,23.0,23°C,0.0,0.0,0.094,0.056,1.318,1.983
RCSS,2026-06-02,2,C,33.43,2.67,33.67,2.76,37.0,>= 37°C,0.0,1.0,0.125,0.152,2.291,2.081
RCSS,2026-06-02,3,C,33.31,2.8,33.57,2.81,37.0,>= 37°C,0.0,1.0,0.127,0.148,2.358,2.149
RJTT,2026-06-02,2,C,24.95,1.15,24.9,1.84,26.0,26°C,0.0,0.0,0.227,0.18,0.627,0.685
RJTT,2026-06-02,3,C,23.84,1.29,23.6,1.72,26.0,26°C,0.0,0.0,0.079,0.089,1.484,1.557
RKSI,2026-06-02,2,C,27.9,2.58,25.5,3.95,29.0,29°C,0.0,0.0,0.141,0.068,0.786,2.085
RKSI,2026-06-02,3,C,28.38,2.99,25.83,4.36,29.0,29°C,0.0,0.0,0.13,0.07,0.75,1.898
ZBAA,2026-06-02,2,C,35.54,1.95,35.87,3.27,33.0,<= 33°C,0.0,1.0,0.149,0.235,1.613,1.707
ZBAA,2026-06-02,3,C,35.64,2.48,36.03,3.65,33.0,<= 33°C,1.0,1.0,0.194,0.244,1.603,1.805
ZSPD,2026-06-02,2,C,29.5,1.21,28.53,1.56,31.0,31°C,0.0,0.0,0.156,0.075,0.94,1.664
ZSPD,2026-06-02,3,C,29.0,1.52,28.2,2.17,31.0,31°C,0.0,0.0,0.111,0.08,1.279,1.778
EDDM,2026-06-03,1,C,18.2,0.99,17.67,1.37,18.0,18°C,1.0,1.0,0.381,0.277,0.247,0.352
EDDM,2026-06-03,2,C,18.51,1.42,17.9,1.82,18.0,18°C,0.0,1.0,0.258,0.216,0.404,0.428
EDDM,2026-06-03,3,C,18.69,1.57,18.17,1.97,18.0,18°C,0.0,1.0,0.228,0.2,0.485,0.465
EGLC,2026-06-03,1,C,19.12,0.75,18.83,0.96,19.0,19°C,1.0,1.0,0.488,0.392,0.184,0.236
EGLC,2026-06-03,2,C,19.18,1.61,18.63,1.96,19.0,19°C,1.0,1.0,0.242,0.197,0.385,0.486
EGLC,2026-06-03,3,C,18.67,1.52,18.2,1.82,19.0,19°C,1.0,0.0,0.252,0.197,0.384,0.563
KLGA,2026-06-03,1,F,85.65,1.5,84.8,2.12,83.0,82-83°F,0.0,0.0,0.073,0.21,1.854,1.071
KLGA,2026-06-03,2,F,84.1,2.43,83.2,3.33,83.0,82-83°F,0.0,0.0,0.261,0.231,0.762,0.783
KLGA,2026-06-03,3,F,82.72,2.93,81.8,3.76,83.0,82-83°F,1.0,1.0,0.267,0.206,0.694,1.03
KORD,2026-06-03,1,F,84.37,1.68,82.83,2.19,82.0,>= 74°F,1.0,1.0,1.0,1.0,1.542,0.636
KORD,2026-06-03,2,F,84.26,2.69,82.73,3.36,82.0,>= 74°F,1.0,1.0,1.0,0.997,1.345,0.848
KORD,2026-06-03,3,F,83.72,3.32,82.3,3.91,82.0,>= 74°F,1.0,1.0,0.999,0.988,1.124,0.923
