capture_utc,station,target,model,unit,tmax
2026-07-14T15:00:03+00:00,CYYZ,2026-07-14,aifs,C,36.8
2026-07-14T15:00:03+00:00,CYYZ,2026-07-14,cma,C,37.3
2026-07-14T15:00:03+00:00,CYYZ,2026-07-14,ecmwf,C,35.9
2026-07-14T15:00:03+00:00,CYYZ,2026-07-14,gfs13,C,33.8
2026-07-14T15:00:03+00:00,CYYZ,2026-07-14,jma,C,29.8
2026-07-14T15:00:03+00:00,CYYZ,2026-07-15,aifs,C,32.0
2026-07-14T15:00:03+00:00,CYYZ,2026-07-15,cma,C,34.8
2026-07-14T15:00:03+00:00,CYYZ,2026-07-15,ecmwf,C,33.4
2026-07-14T15:00:03+00:00,CYYZ,2026-07-15,gfs13,C,32.5
2026-07-14T15:00:03+00:00,CYYZ,2026-07-15,jma,C,27.8
2026-07-14T15:00:03+00:00,CYYZ,2026-07-16,aifs,C,31.2
2026-07-14T15:00:03+00:00,CYYZ,2026-07-16,cma,C,32.5
2026-07-14T15:00:03+00:00,CYYZ,2026-07-16,ecmwf,C,30.1
2026-07-14T15:00:03+00:00,CYYZ,2026-07-16,gfs13,C,30.4
2026-07-14T15:00:03+00:00,CYYZ,2026-07-16,jma,C,26.8
2026-07-14T15:00:03+00:00,EDDM,2026-07-14,aifs,C,24.6
2026-07-14T15:00:03+00:00,EDDM,2026-07-14,cma,C,28.4
2026-07-14T15:00:03+00:00,EDDM,2026-07-14,ecmwf,C,26.4
2026-07-14T15:00:03+00:00,EDDM,2026-07-14,gfs13,C,29.0
2026-07-14T15:00:03+00:00,EDDM,2026-07-14,jma,C,27.3
2026-07-14T15:00:03+00:00,EDDM,2026-07-15,aifs,C,24.8
2026-07-14T15:00:03+00:00,EDDM,2026-07-15,cma,C,24.3
2026-07-14T15:00:03+00:00,EDDM,2026-07-15,ecmwf,C,25.5
2026-07-14T15:00:03+00:00,EDDM,2026-07-15,gfs13,C,26.4
2026-07-14T15:00:03+00:00,EDDM,2026-07-15,jma,C,23.0
2026-07-14T15:00:03+00:00,EDDM,2026-07-16,aifs,C,27.0
2026-07-14T15:00:03+00:00,EDDM,2026-07-16,cma,C,27.6
2026-07-14T15:00:03+00:00,EDDM,2026-07-16,ecmwf,C,26.5
2026-07-14T15:00:03+00:00,EDDM,2026-07-16,gfs13,C,27.9
2026-07-14T15:00:03+00:00,EDDM,2026-07-16,jma,C,25.1
2026-07-14T15:00:03+00:00,EDDM,2026-07-17,aifs,C,27.5
2026-07-14T15:00:03+00:00,EDDM,2026-07-17,cma,C,26.9
2026-07-14T15:00:03+00:00,EDDM,2026-07-17,ecmwf,C,26.7
2026-07-14T15:00:03+00:00,EDDM,2026-07-17,gfs13,C,30.7
2026-07-14T15:00:03+00:00,EDDM,2026-07-17,jma,C,24.5
2026-07-14T15:00:03+00:00,EFHK,2026-07-14,aifs,C,22.7
2026-07-14T15:00:03+00:00,EFHK,2026-07-14,cma,C,25.2
2026-07-14T15:00:03+00:00,EFHK,2026-07-14,ecmwf,C,21.5
2026-07-14T15:00:03+00:00,EFHK,2026-07-14,gfs13,C,24.8
2026-07-14T15:00:03+00:00,EFHK,2026-07-14,jma,C,24.0
2026-07-14T15:00:03+00:00,EFHK,2026-07-15,aifs,C,26.1
2026-07-14T15:00:03+00:00,EFHK,2026-07-15,cma,C,27.0
2026-07-14T15:00:03+00:00,EFHK,2026-07-15,ecmwf,C,24.9
2026-07-14T15:00:03+00:00,EFHK,2026-07-15,gfs13,C,26.6
2026-07-14T15:00:03+00:00,EFHK,2026-07-15,jma,C,27.3
2026-07-14T15:00:03+00:00,EFHK,2026-07-16,aifs,C,21.6
2026-07-14T15:00:03+00:00,EFHK,2026-07-16,cma,C,22.6
2026-07-14T15:00:03+00:00,EFHK,2026-07-16,ecmwf,C,20.9
2026-07-14T15:00:03+00:00,EFHK,2026-07-16,gfs13,C,22.0
2026-07-14T15:00:03+00:00,EFHK,2026-07-16,jma,C,24.8
2026-07-14T15:00:03+00:00,EFHK,2026-07-17,aifs,C,23.1
2026-07-14T15:00:03+00:00,EFHK,2026-07-17,cma,C,23.9
2026-07-14T15:00:03+00:00,EFHK,2026-07-17,ecmwf,C,22.7
2026-07-14T15:00:03+00:00,EFHK,2026-07-17,gfs13,C,23.8
2026-07-14T15:00:03+00:00,EFHK,2026-07-17,jma,C,24.6
2026-07-14T15:00:03+00:00,EGLC,2026-07-14,aifs,C,26.7
2026-07-14T15:00:03+00:00,EGLC,2026-07-14,cma,C,24.6
2026-07-14T15:00:03+00:00,EGLC,2026-07-14,ecmwf,C,29.4
2026-07-14T15:00:03+00:00,EGLC,2026-07-14,gfs13,C,30.2
2026-07-14T15:00:03+00:00,EGLC,2026-07-14,jma,C,25.3
2026-07-14T15:00:03+00:00,EGLC,2026-07-15,aifs,C,27.4
2026-07-14T15:00:03+00:00,EGLC,2026-07-15,cma,C,25.0
2026-07-14T15:00:03+00:00,EGLC,2026-07-15,ecmwf,C,27.7
2026-07-14T15:00:03+00:00,EGLC,2026-07-15,gfs13,C,28.3
2026-07-14T15:00:03+00:00,EGLC,2026-07-15,jma,C,25.3
2026-07-14T15:00:03+00:00,EGLC,2026-07-16,aifs,C,27.6
2026-07-14T15:00:03+00:00,EGLC,2026-07-16,cma,C,25.2
2026-07-14T15:00:03+00:00,EGLC,2026-07-16,ecmwf,C,28.3
2026-07-14T15:00:03+00:00,EGLC,2026-07-16,gfs13,C,28.8
2026-07-14T15:00:03+00:00,EGLC,2026-07-16,jma,C,24.5
2026-07-14T15:00:03+00:00,EGLC,2026-07-17,aifs,C,25.2
2026-07-14T15:00:03+00:00,EGLC,2026-07-17,cma,C,24.1
2026-07-14T15:00:03+00:00,EGLC,2026-07-17,ecmwf,C,27.8
2026-07-14T15:00:03+00:00,EGLC,2026-07-17,gfs13,C,27.8
2026-07-14T15:00:03+00:00,EGLC,2026-07-17,jma,C,24.0
2026-07-14T15:00:03+00:00,KATL,2026-07-14,aifs,F,80.2
2026-07-14T15:00:03+00:00,KATL,2026-07-14,cma,F,80.0
2026-07-14T15:00:03+00:00,KATL,2026-07-14,ecmwf,F,82.5
2026-07-14T15:00:03+00:00,KATL,2026-07-14,gfs13,F,78.0
2026-07-14T15:00:03+00:00,KATL,2026-07-14,icon,F,80.5
2026-07-14T15:00:03+00:00,KATL,2026-07-14,jma,F,79.5
2026-07-14T15:00:03+00:00,KATL,2026-07-15,aifs,F,84.4
2026-07-14T15:00:03+00:00,KATL,2026-07-15,cma,F,90.0
2026-07-14T15:00:03+00:00,KATL,2026-07-15,ecmwf,F,87.6
2026-07-14T15:00:03+00:00,KATL,2026-07-15,gfs13,F,88.9
2026-07-14T15:00:03+00:00,KATL,2026-07-15,icon,F,86.9
2026-07-14T15:00:03+00:00,KATL,2026-07-15,jma,F,82.6
2026-07-14T15:00:03+00:00,KATL,2026-07-16,aifs,F,88.2
2026-07-14T15:00:03+00:00,KATL,2026-07-16,cma,F,95.9
2026-07-14T15:00:03+00:00,KATL,2026-07-16,ecmwf,F,87.1
2026-07-14T15:00:03+00:00,KATL,2026-07-16,gfs13,F,90.7
2026-07-14T15:00:03+00:00,KATL,2026-07-16,icon,F,89.4
2026-07-14T15:00:03+00:00,KATL,2026-07-16,jma,F,84.6
2026-07-14T15:00:03+00:00,KAUS,2026-07-14,aifs,F,79.5
2026-07-14T15:00:03+00:00,KAUS,2026-07-14,cma,F,80.1
2026-07-14T15:00:03+00:00,KAUS,2026-07-14,ecmwf,F,81.6
2026-07-14T15:00:03+00:00,KAUS,2026-07-14,gfs13,F,75.7
2026-07-14T15:00:03+00:00,KAUS,2026-07-14,icon,F,79.7
2026-07-14T15:00:03+00:00,KAUS,2026-07-14,jma,F,81.1
2026-07-14T15:00:03+00:00,KAUS,2026-07-15,aifs,F,78.4
2026-07-14T15:00:03+00:00,KAUS,2026-07-15,cma,F,77.8
2026-07-14T15:00:03+00:00,KAUS,2026-07-15,ecmwf,F,83.9
2026-07-14T15:00:03+00:00,KAUS,2026-07-15,gfs13,F,74.5
2026-07-14T15:00:03+00:00,KAUS,2026-07-15,icon,F,76.3
2026-07-14T15:00:03+00:00,KAUS,2026-07-15,jma,F,81.8
2026-07-14T15:00:03+00:00,KAUS,2026-07-16,aifs,F,84.5
2026-07-14T15:00:03+00:00,KAUS,2026-07-16,cma,F,83.5
2026-07-14T15:00:03+00:00,KAUS,2026-07-16,ecmwf,F,89.2
2026-07-14T15:00:03+00:00,KAUS,2026-07-16,gfs13,F,73.0
2026-07-14T15:00:03+00:00,KAUS,2026-07-16,icon,F,87.9
2026-07-14T15:00:03+00:00,KAUS,2026-07-16,jma,F,82.2
2026-07-14T15:00:03+00:00,KDAL,2026-07-14,aifs,F,85.8
2026-07-14T15:00:03+00:00,KDAL,2026-07-14,cma,F,89.8
2026-07-14T15:00:03+00:00,KDAL,2026-07-14,ecmwf,F,84.2
2026-07-14T15:00:03+00:00,KDAL,2026-07-14,gfs13,F,90.6
2026-07-14T15:00:03+00:00,KDAL,2026-07-14,icon,F,88.0
2026-07-14T15:00:03+00:00,KDAL,2026-07-14,jma,F,84.2
2026-07-14T15:00:03+00:00,KDAL,2026-07-15,aifs,F,85.4
2026-07-14T15:00:03+00:00,KDAL,2026-07-15,cma,F,88.3
2026-07-14T15:00:03+00:00,KDAL,2026-07-15,ecmwf,F,88.7
2026-07-14T15:00:03+00:00,KDAL,2026-07-15,gfs13,F,90.8
2026-07-14T15:00:03+00:00,KDAL,2026-07-15,icon,F,86.7
2026-07-14T15:00:03+00:00,KDAL,2026-07-15,jma,F,87.5
2026-07-14T15:00:03+00:00,KDAL,2026-07-16,aifs,F,85.2
2026-07-14T15:00:03+00:00,KDAL,2026-07-16,cma,F,87.8
2026-07-14T15:00:03+00:00,KDAL,2026-07-16,ecmwf,F,87.1
2026-07-14T15:00:03+00:00,KDAL,2026-07-16,gfs13,F,82.5
2026-07-14T15:00:03+00:00,KDAL,2026-07-16,icon,F,87.3
2026-07-14T15:00:03+00:00,KDAL,2026-07-16,jma,F,87.5
2026-07-14T15:00:03+00:00,KHOU,2026-07-14,aifs,F,79.5
2026-07-14T15:00:03+00:00,KHOU,2026-07-14,cma,F,83.6
2026-07-14T15:00:03+00:00,KHOU,2026-07-14,ecmwf,F,84.6
2026-07-14T15:00:03+00:00,KHOU,2026-07-14,gfs13,F,78.9
2026-07-14T15:00:03+00:00,KHOU,2026-07-14,icon,F,81.6
2026-07-14T15:00:03+00:00,KHOU,2026-07-14,jma,F,82.2
2026-07-14T15:00:03+00:00,KHOU,2026-07-15,aifs,F,84.6
2026-07-14T15:00:03+00:00,KHOU,2026-07-15,cma,F,86.6
2026-07-14T15:00:03+00:00,KHOU,2026-07-15,ecmwf,F,84.9
2026-07-14T15:00:03+00:00,KHOU,2026-07-15,gfs13,F,75.9
2026-07-14T15:00:03+00:00,KHOU,2026-07-15,icon,F,84.9
2026-07-14T15:00:03+00:00,KHOU,2026-07-15,jma,F,84.5
2026-07-14T15:00:03+00:00,KHOU,2026-07-16,aifs,F,90.2
2026-07-14T15:00:03+00:00,KHOU,2026-07-16,cma,F,86.0
2026-07-14T15:00:03+00:00,KHOU,2026-07-16,ecmwf,F,89.3
2026-07-14T15:00:03+00:00,KHOU,2026-07-16,gfs13,F,87.4
2026-07-14T15:00:03+00:00,KHOU,2026-07-16,icon,F,94.3
2026-07-14T15:00:03+00:00,KHOU,2026-07-16,jma,F,85.6
2026-07-14T15:00:03+00:00,KLAX,2026-07-14,aifs,F,87.1
2026-07-14T15:00:03+00:00,KLAX,2026-07-14,cma,F,79.0
2026-07-14T15:00:03+00:00,KLAX,2026-07-14,ecmwf,F,88.3
2026-07-14T15:00:03+00:00,KLAX,2026-07-14,gfs13,F,77.9
2026-07-14T15:00:03+00:00,KLAX,2026-07-14,icon,F,80.1
2026-07-14T15:00:03+00:00,KLAX,2026-07-14,jma,F,83.2
2026-07-14T15:00:03+00:00,KLAX,2026-07-15,aifs,F,91.7
2026-07-14T15:00:03+00:00,KLAX,2026-07-15,cma,F,84.6
2026-07-14T15:00:03+00:00,KLAX,2026-07-15,ecmwf,F,98.2
2026-07-14T15:00:03+00:00,KLAX,2026-07-15,gfs13,F,84.2
2026-07-14T15:00:03+00:00,KLAX,2026-07-15,icon,F,86.4
2026-07-14T15:00:03+00:00,KLAX,2026-07-15,jma,F,85.8
2026-07-14T15:00:03+00:00,KLAX,2026-07-16,aifs,F,88.0
2026-07-14T15:00:03+00:00,KLAX,2026-07-16,cma,F,87.5
2026-07-14T15:00:03+00:00,KLAX,2026-07-16,ecmwf,F,96.8
2026-07-14T15:00:03+00:00,KLAX,2026-07-16,gfs13,F,83.6
2026-07-14T15:00:03+00:00,KLAX,2026-07-16,icon,F,88.8
2026-07-14T15:00:03+00:00,KLAX,2026-07-16,jma,F,84.5
2026-07-14T15:00:03+00:00,KLGA,2026-07-14,aifs,F,92.6
2026-07-14T15:00:03+00:00,KLGA,2026-07-14,cma,F,96.4
2026-07-14T15:00:03+00:00,KLGA,2026-07-14,ecmwf,F,96.8
2026-07-14T15:00:03+00:00,KLGA,2026-07-14,gfs13,F,99.7
2026-07-14T15:00:03+00:00,KLGA,2026-07-14,icon,F,96.0
2026-07-14T15:00:03+00:00,KLGA,2026-07-14,jma,F,95.0
2026-07-14T15:00:03+00:00,KLGA,2026-07-15,aifs,F,96.7
2026-07-14T15:00:03+00:00,KLGA,2026-07-15,cma,F,102.6
2026-07-14T15:00:03+00:00,KLGA,2026-07-15,ecmwf,F,100.6
2026-07-14T15:00:03+00:00,KLGA,2026-07-15,gfs13,F,102.4
2026-07-14T15:00:03+00:00,KLGA,2026-07-15,icon,F,97.7
2026-07-14T15:00:03+00:00,KLGA,2026-07-15,jma,F,96.8
2026-07-14T15:00:03+00:00,KLGA,2026-07-16,aifs,F,91.1
2026-07-14T15:00:03+00:00,KLGA,2026-07-16,cma,F,96.1
2026-07-14T15:00:03+00:00,KLGA,2026-07-16,ecmwf,F,98.2
2026-07-14T15:00:03+00:00,KLGA,2026-07-16,gfs13,F,96.1
2026-07-14T15:00:03+00:00,KLGA,2026-07-16,icon,F,96.3
2026-07-14T15:00:03+00:00,KLGA,2026-07-16,jma,F,89.7
2026-07-14T15:00:03+00:00,KMIA,2026-07-14,aifs,F,90.0
2026-07-14T15:00:03+00:00,KMIA,2026-07-14,cma,F,89.6
2026-07-14T15:00:03+00:00,KMIA,2026-07-14,ecmwf,F,91.5
2026-07-14T15:00:03+00:00,KMIA,2026-07-14,gfs13,F,94.4
2026-07-14T15:00:03+00:00,KMIA,2026-07-14,icon,F,90.3
2026-07-14T15:00:03+00:00,KMIA,2026-07-14,jma,F,91.1
2026-07-14T15:00:03+00:00,KMIA,2026-07-15,aifs,F,89.8
2026-07-14T15:00:03+00:00,KMIA,2026-07-15,cma,F,92.1
2026-07-14T15:00:03+00:00,KMIA,2026-07-15,ecmwf,F,91.6
2026-07-14T15:00:03+00:00,KMIA,2026-07-15,gfs13,F,94.3
2026-07-14T15:00:03+00:00,KMIA,2026-07-15,icon,F,91.9
2026-07-14T15:00:03+00:00,KMIA,2026-07-15,jma,F,92.8
2026-07-14T15:00:03+00:00,KMIA,2026-07-16,aifs,F,89.3
2026-07-14T15:00:03+00:00,KMIA,2026-07-16,cma,F,94.5
2026-07-14T15:00:03+00:00,KMIA,2026-07-16,ecmwf,F,92.8
2026-07-14T15:00:03+00:00,KMIA,2026-07-16,gfs13,F,96.1
2026-07-14T15:00:03+00:00,KMIA,2026-07-16,icon,F,92.6
2026-07-14T15:00:03+00:00,KMIA,2026-07-16,jma,F,91.9
2026-07-14T15:00:03+00:00,KORD,2026-07-14,aifs,F,95.9
2026-07-14T15:00:03+00:00,KORD,2026-07-14,cma,F,93.1
2026-07-14T15:00:03+00:00,KORD,2026-07-14,ecmwf,F,96.7
2026-07-14T15:00:03+00:00,KORD,2026-07-14,gfs13,F,98.1
2026-07-14T15:00:03+00:00,KORD,2026-07-14,icon,F,95.5
2026-07-14T15:00:03+00:00,KORD,2026-07-14,jma,F,97.1
2026-07-14T15:00:03+00:00,KORD,2026-07-15,aifs,F,95.9
2026-07-14T15:00:03+00:00,KORD,2026-07-15,cma,F,96.0
2026-07-14T15:00:03+00:00,KORD,2026-07-15,ecmwf,F,98.0
2026-07-14T15:00:03+00:00,KORD,2026-07-15,gfs13,F,97.7
2026-07-14T15:00:03+00:00,KORD,2026-07-15,icon,F,96.8
2026-07-14T15:00:03+00:00,KORD,2026-07-15,jma,F,92.9
2026-07-14T15:00:03+00:00,KORD,2026-07-16,aifs,F,93.6
2026-07-14T15:00:03+00:00,KORD,2026-07-16,cma,F,95.2
2026-07-14T15:00:03+00:00,KORD,2026-07-16,ecmwf,F,95.9
2026-07-14T15:00:03+00:00,KORD,2026-07-16,gfs13,F,95.4
2026-07-14T15:00:03+00:00,KORD,2026-07-16,icon,F,89.7
2026-07-14T15:00:03+00:00,KORD,2026-07-16,jma,F,91.0
2026-07-14T15:00:03+00:00,KSFO,2026-07-14,aifs,F,80.1
2026-07-14T15:00:03+00:00,KSFO,2026-07-14,cma,F,84.0
2026-07-14T15:00:03+00:00,KSFO,2026-07-14,ecmwf,F,87.3
2026-07-14T15:00:03+00:00,KSFO,2026-07-14,gfs13,F,92.2
2026-07-14T15:00:03+00:00,KSFO,2026-07-14,icon,F,82.9
2026-07-14T15:00:03+00:00,KSFO,2026-07-14,jma,F,66.3
2026-07-14T15:00:03+00:00,KSFO,2026-07-15,aifs,F,76.0
2026-07-14T15:00:03+00:00,KSFO,2026-07-15,cma,F,72.1
2026-07-14T15:00:03+00:00,KSFO,2026-07-15,ecmwf,F,80.8
2026-07-14T15:00:03+00:00,KSFO,2026-07-15,gfs13,F,84.5
2026-07-14T15:00:03+00:00,KSFO,2026-07-15,icon,F,75.6
2026-07-14T15:00:03+00:00,KSFO,2026-07-15,jma,F,64.3
2026-07-14T15:00:03+00:00,KSFO,2026-07-16,aifs,F,69.9
2026-07-14T15:00:03+00:00,KSFO,2026-07-16,cma,F,67.2
2026-07-14T15:00:03+00:00,KSFO,2026-07-16,ecmwf,F,71.2
2026-07-14T15:00:03+00:00,KSFO,2026-07-16,gfs13,F,75.3
2026-07-14T15:00:03+00:00,KSFO,2026-07-16,icon,F,74.0
2026-07-14T15:00:03+00:00,KSFO,2026-07-16,jma,F,60.9
2026-07-14T15:00:03+00:00,LEMD,2026-07-14,aifs,C,35.1
2026-07-14T15:00:03+00:00,LEMD,2026-07-14,cma,C,36.0
2026-07-14T15:00:03+00:00,LEMD,2026-07-14,ecmwf,C,36.7
2026-07-14T15:00:03+00:00,LEMD,2026-07-14,gfs13,C,36.7
2026-07-14T15:00:03+00:00,LEMD,2026-07-14,jma,C,36.8
2026-07-14T15:00:03+00:00,LEMD,2026-07-15,aifs,C,34.9
2026-07-14T15:00:03+00:00,LEMD,2026-07-15,cma,C,34.0
2026-07-14T15:00:03+00:00,LEMD,2026-07-15,ecmwf,C,35.9
2026-07-14T15:00:03+00:00,LEMD,2026-07-15,gfs13,C,35.6
2026-07-14T15:00:03+00:00,LEMD,2026-07-15,jma,C,36.4
2026-07-14T15:00:03+00:00,LEMD,2026-07-16,aifs,C,33.8
2026-07-14T15:00:03+00:00,LEMD,2026-07-16,cma,C,34.9
2026-07-14T15:00:03+00:00,LEMD,2026-07-16,ecmwf,C,34.8
2026-07-14T15:00:03+00:00,LEMD,2026-07-16,gfs13,C,36.0
2026-07-14T15:00:03+00:00,LEMD,2026-07-16,jma,C,35.0
2026-07-14T15:00:03+00:00,LEMD,2026-07-17,aifs,C,33.8
2026-07-14T15:00:03+00:00,LEMD,2026-07-17,cma,C,33.8
2026-07-14T15:00:03+00:00,LEMD,2026-07-17,ecmwf,C,34.3
2026-07-14T15:00:03+00:00,LEMD,2026-07-17,gfs13,C,34.7
2026-07-14T15:00:03+00:00,LEMD,2026-07-17,jma,C,34.2
2026-07-14T15:00:03+00:00,LFPB,2026-07-14,aifs,C,32.8
2026-07-14T15:00:03+00:00,LFPB,2026-07-14,cma,C,28.5
2026-07-14T15:00:03+00:00,LFPB,2026-07-14,ecmwf,C,33.5
2026-07-14T15:00:03+00:00,LFPB,2026-07-14,gfs13,C,36.0
2026-07-14T15:00:03+00:00,LFPB,2026-07-14,jma,C,29.5
2026-07-14T15:00:03+00:00,LFPB,2026-07-15,aifs,C,31.2
2026-07-14T15:00:03+00:00,LFPB,2026-07-15,cma,C,27.0
2026-07-14T15:00:03+00:00,LFPB,2026-07-15,ecmwf,C,29.7
2026-07-14T15:00:03+00:00,LFPB,2026-07-15,gfs13,C,32.3
2026-07-14T15:00:03+00:00,LFPB,2026-07-15,jma,C,30.8
2026-07-14T15:00:03+00:00,LFPB,2026-07-16,aifs,C,30.8
2026-07-14T15:00:03+00:00,LFPB,2026-07-16,cma,C,27.1
2026-07-14T15:00:03+00:00,LFPB,2026-07-16,ecmwf,C,32.1
2026-07-14T15:00:03+00:00,LFPB,2026-07-16,gfs13,C,34.1
2026-07-14T15:00:03+00:00,LFPB,2026-07-16,jma,C,30.4
2026-07-14T15:00:03+00:00,LFPB,2026-07-17,aifs,C,25.5
2026-07-14T15:00:03+00:00,LFPB,2026-07-17,cma,C,25.8
2026-07-14T15:00:03+00:00,LFPB,2026-07-17,ecmwf,C,25.6
2026-07-14T15:00:03+00:00,LFPB,2026-07-17,gfs13,C,28.0
2026-07-14T15:00:03+00:00,LFPB,2026-07-17,jma,C,26.6
2026-07-14T15:00:03+00:00,LIMC,2026-07-14,aifs,C,32.4
2026-07-14T15:00:03+00:00,LIMC,2026-07-14,cma,C,31.9
2026-07-14T15:00:03+00:00,LIMC,2026-07-14,ecmwf,C,32.5
2026-07-14T15:00:03+00:00,LIMC,2026-07-14,gfs13,C,36.2
2026-07-14T15:00:03+00:00,LIMC,2026-07-14,jma,C,31.1
2026-07-14T15:00:03+00:00,LIMC,2026-07-15,aifs,C,30.9
2026-07-14T15:00:03+00:00,LIMC,2026-07-15,cma,C,32.6
2026-07-14T15:00:03+00:00,LIMC,2026-07-15,ecmwf,C,33.2
2026-07-14T15:00:03+00:00,LIMC,2026-07-15,gfs13,C,38.1
2026-07-14T15:00:03+00:00,LIMC,2026-07-15,jma,C,32.1
2026-07-14T15:00:03+00:00,LIMC,2026-07-16,aifs,C,30.9
2026-07-14T15:00:03+00:00,LIMC,2026-07-16,cma,C,32.5
2026-07-14T15:00:03+00:00,LIMC,2026-07-16,ecmwf,C,32.5
2026-07-14T15:00:03+00:00,LIMC,2026-07-16,gfs13,C,35.3
2026-07-14T15:00:03+00:00,LIMC,2026-07-16,jma,C,28.6
2026-07-14T15:00:03+00:00,LIMC,2026-07-17,aifs,C,30.2
2026-07-14T15:00:03+00:00,LIMC,2026-07-17,cma,C,31.8
2026-07-14T15:00:03+00:00,LIMC,2026-07-17,ecmwf,C,31.0
2026-07-14T15:00:03+00:00,LIMC,2026-07-17,gfs13,C,32.5
2026-07-14T15:00:03+00:00,LIMC,2026-07-17,jma,C,25.7
2026-07-14T15:00:03+00:00,LTAC,2026-07-14,aifs,C,25.2
2026-07-14T15:00:03+00:00,LTAC,2026-07-14,cma,C,27.5
2026-07-14T15:00:03+00:00,LTAC,2026-07-14,ecmwf,C,26.9
2026-07-14T15:00:03+00:00,LTAC,2026-07-14,gfs13,C,28.5
2026-07-14T15:00:03+00:00,LTAC,2026-07-14,jma,C,28.8
2026-07-14T15:00:03+00:00,LTAC,2026-07-15,aifs,C,27.5
2026-07-14T15:00:03+00:00,LTAC,2026-07-15,cma,C,26.3
2026-07-14T15:00:03+00:00,LTAC,2026-07-15,ecmwf,C,27.9
2026-07-14T15:00:03+00:00,LTAC,2026-07-15,gfs13,C,27.8
2026-07-14T15:00:03+00:00,LTAC,2026-07-15,jma,C,28.1
2026-07-14T15:00:03+00:00,LTAC,2026-07-16,aifs,C,29.1
2026-07-14T15:00:03+00:00,LTAC,2026-07-16,cma,C,27.2
2026-07-14T15:00:03+00:00,LTAC,2026-07-16,ecmwf,C,29.5
2026-07-14T15:00:03+00:00,LTAC,2026-07-16,gfs13,C,28.1
2026-07-14T15:00:03+00:00,LTAC,2026-07-16,jma,C,29.4
2026-07-14T15:00:03+00:00,LTAC,2026-07-17,aifs,C,28.7
2026-07-14T15:00:03+00:00,LTAC,2026-07-17,cma,C,27.2
2026-07-14T15:00:03+00:00,LTAC,2026-07-17,ecmwf,C,29.0
2026-07-14T15:00:03+00:00,LTAC,2026-07-17,gfs13,C,28.8
2026-07-14T15:00:03+00:00,LTAC,2026-07-17,jma,C,28.3
2026-07-14T15:00:03+00:00,MMMX,2026-07-14,aifs,C,26.0
2026-07-14T15:00:03+00:00,MMMX,2026-07-14,cma,C,23.6
2026-07-14T15:00:03+00:00,MMMX,2026-07-14,ecmwf,C,25.6
2026-07-14T15:00:03+00:00,MMMX,2026-07-14,gfs13,C,25.6
2026-07-14T15:00:03+00:00,MMMX,2026-07-14,jma,C,23.6
2026-07-14T15:00:03+00:00,MMMX,2026-07-15,aifs,C,25.9
2026-07-14T15:00:03+00:00,MMMX,2026-07-15,cma,C,23.3
2026-07-14T15:00:03+00:00,MMMX,2026-07-15,ecmwf,C,26.9
2026-07-14T15:00:03+00:00,MMMX,2026-07-15,gfs13,C,25.7
2026-07-14T15:00:03+00:00,MMMX,2026-07-15,jma,C,22.7
2026-07-14T15:00:03+00:00,MMMX,2026-07-16,aifs,C,25.4
2026-07-14T15:00:03+00:00,MMMX,2026-07-16,cma,C,22.7
2026-07-14T15:00:03+00:00,MMMX,2026-07-16,ecmwf,C,25.9
2026-07-14T15:00:03+00:00,MMMX,2026-07-16,gfs13,C,25.6
2026-07-14T15:00:03+00:00,MMMX,2026-07-16,jma,C,22.9
2026-07-14T15:00:03+00:00,NZWN,2026-07-15,aifs,C,13.8
2026-07-14T15:00:03+00:00,NZWN,2026-07-15,cma,C,15.3
2026-07-14T15:00:03+00:00,NZWN,2026-07-15,ecmwf,C,14.2
2026-07-14T15:00:03+00:00,NZWN,2026-07-15,gfs13,C,14.0
2026-07-14T15:00:03+00:00,NZWN,2026-07-15,jma,C,14.3
2026-07-14T15:00:03+00:00,NZWN,2026-07-16,aifs,C,13.7
2026-07-14T15:00:03+00:00,NZWN,2026-07-16,cma,C,14.0
2026-07-14T15:00:03+00:00,NZWN,2026-07-16,ecmwf,C,14.5
2026-07-14T15:00:03+00:00,NZWN,2026-07-16,gfs13,C,14.8
2026-07-14T15:00:03+00:00,NZWN,2026-07-16,jma,C,14.3
2026-07-14T15:00:03+00:00,NZWN,2026-07-17,aifs,C,12.0
2026-07-14T15:00:03+00:00,NZWN,2026-07-17,cma,C,12.3
2026-07-14T15:00:03+00:00,NZWN,2026-07-17,ecmwf,C,12.9
2026-07-14T15:00:03+00:00,NZWN,2026-07-17,gfs13,C,13.1
2026-07-14T15:00:03+00:00,NZWN,2026-07-17,jma,C,12.9
2026-07-14T15:00:03+00:00,RCSS,2026-07-15,aifs,C,30.5
2026-07-14T15:00:03+00:00,RCSS,2026-07-15,cma,C,32.3
2026-07-14T15:00:03+00:00,RCSS,2026-07-15,ecmwf,C,33.7
2026-07-14T15:00:03+00:00,RCSS,2026-07-15,gfs13,C,34.3
2026-07-14T15:00:03+00:00,RCSS,2026-07-15,jma,C,30.0
2026-07-14T15:00:03+00:00,RCSS,2026-07-16,aifs,C,31.0
2026-07-14T15:00:03+00:00,RCSS,2026-07-16,cma,C,34.0
2026-07-14T15:00:03+00:00,RCSS,2026-07-16,ecmwf,C,33.3
2026-07-14T15:00:03+00:00,RCSS,2026-07-16,gfs13,C,35.4
2026-07-14T15:00:03+00:00,RCSS,2026-07-16,jma,C,31.2
2026-07-14T15:00:03+00:00,RCSS,2026-07-17,aifs,C,31.0
