station,pws_id,date,tmax_pws,unit
KSFO,KCASANBR92,2026-06-14,80.4,F
KSFO,KCASANBR92,2026-06-08,63.9,F
KSFO,KCASANBR92,2026-06-02,67.6,F
KSFO,KCASANBR92,2026-05-27,71.6,F
KSFO,KCASANBR92,2026-05-21,70.5,F
KSFO,KCASANBR92,2026-05-15,67.1,F
KSFO,KCASANBR92,2026-05-09,64.2,F
KSFO,KCASANBR92,2026-05-03,66.4,F
KSFO,KCASANBR92,2026-04-27,62.6,F
KSFO,KCASANBR92,2026-04-21,62.6,F
KSFO,KCASANBR92,2026-04-15,61.7,F
KSFO,KCASANBR92,2026-04-09,70.0,F
KSFO,KCASANBR92,2026-04-03,75.6,F
KSFO,KCASANBR92,2026-03-28,79.5,F
KSFO,KCASANBR92,2026-03-22,71.2,F
KSFO,KCASANBR92,2026-03-16,87.6,F
KSFO,KCASANBR92,2026-03-10,59.7,F
KSFO,KCASANBR92,2026-03-04,62.4,F
KSFO,KCASANBR92,2026-02-26,75.6,F
KSFO,KCASANBR92,2026-02-20,54.0,F
KSFO,KCASANBR92,2026-02-14,61.0,F
KSFO,KCASANBR92,2026-02-08,68.9,F
KSFO,KCASANBR92,2026-02-02,71.6,F
KSFO,KCASANBR92,2026-01-27,62.2,F
KSFO,KCASANBR92,2026-01-21,58.8,F
KSFO,KCASANBR107,2026-07-08,72.5,F
KSFO,KCASANBR107,2026-07-02,80.5,F
KSFO,KCASANBR107,2026-06-26,74.3,F
KSFO,KCASANBR107,2026-06-20,79.6,F
KSFO,KCASANBR107,2026-06-14,84.5,F
KSFO,KCASANBR107,2026-06-08,70.6,F
KSFO,KCASANBR107,2026-06-02,73.0,F
KSFO,KCASANBR107,2026-05-27,76.0,F
KSFO,KCASANBR107,2026-05-21,73.0,F
KSFO,KCASANBR107,2026-05-15,74.3,F
KSFO,KCASANBR107,2026-05-09,70.5,F
KSFO,KCASANBR107,2026-05-03,70.3,F
KSFO,KCASANBR107,2026-04-27,68.0,F
KSFO,KCASANBR107,2026-04-21,67.1,F
KSFO,KCASANBR107,2026-04-15,66.5,F
KSFO,KCASANBR107,2026-04-09,75.1,F
KSFO,KCASANBR107,2026-04-03,76.5,F
KSFO,KCASANBR107,2026-03-28,80.4,F
KSFO,KCASANBR107,2026-03-22,73.9,F
KSFO,KCASANBR107,2026-03-16,88.5,F
KSFO,KCASANBR107,2026-03-10,63.5,F
KSFO,KCASANBR107,2026-03-04,65.8,F
KSFO,KCASANBR107,2026-02-26,75.9,F
KSFO,KCASANBR107,2026-02-20,55.9,F
KSFO,KCASANBR107,2026-02-14,63.0,F
KSFO,KCASANBR107,2026-02-08,70.6,F
KSFO,KCASANBR107,2026-02-02,71.9,F
KSFO,KCASANBR107,2026-01-27,63.0,F
KSFO,KCASANBR107,2026-01-21,60.9,F
KSFO,KCAMILLB11,2026-07-08,67.3,F
KSFO,KCAMILLB11,2026-07-02,73.6,F
KSFO,KCAMILLB11,2026-06-26,66.4,F
KSFO,KCAMILLB11,2026-06-20,71.8,F
KSFO,KCAMILLB11,2026-06-14,80.1,F
KSFO,KCAMILLB11,2026-06-08,62.8,F
KSFO,KCAMILLB11,2026-06-02,72.7,F
KSFO,KCAMILLB11,2026-05-27,71.4,F
KSFO,KCAMILLB11,2026-05-21,80.1,F
KSFO,KCAMILLB11,2026-05-15,68.5,F
KSFO,KCAMILLB11,2026-05-09,65.5,F
KSFO,KCAMILLB11,2026-05-03,65.7,F
KSFO,KCAMILLB11,2026-04-27,61.9,F
KSFO,KCAMILLB11,2026-04-21,63.9,F
KSFO,KCAMILLB11,2026-04-15,60.4,F
KSFO,KCAMILLB11,2026-04-09,72.3,F
KSFO,KCAMILLB11,2026-04-03,75.2,F
KSFO,KCAMILLB11,2026-03-28,79.3,F
KSFO,KCAMILLB11,2026-03-22,75.2,F
KSFO,KCAMILLB11,2026-03-16,88.9,F
KSFO,KCAMILLB11,2026-03-10,60.1,F
KSFO,KCAMILLB11,2026-03-04,60.8,F
KSFO,KCAMILLB11,2026-02-26,75.0,F
KSFO,KCAMILLB11,2026-02-20,54.7,F
KSFO,KCAMILLB11,2026-02-14,60.6,F
KSFO,KCAMILLB11,2026-02-08,68.2,F
KSFO,KCAMILLB11,2026-02-02,73.0,F
KSFO,KCAMILLB11,2026-01-27,62.4,F
KSFO,KCAMILLB11,2026-01-21,59.5,F
KSFO,KCASANBR16,2026-07-08,62.8,F
KSFO,KCASANBR16,2026-07-02,71.8,F
KSFO,KCASANBR16,2026-06-26,65.7,F
KSFO,KCASANBR16,2026-06-20,68.0,F
KSFO,KCASANBR16,2026-06-14,75.9,F
KSFO,KCASANBR16,2026-06-08,63.1,F
KSFO,KCASANBR16,2026-06-02,67.6,F
KSFO,KCASANBR16,2026-05-27,69.4,F
KSFO,KCASANBR16,2026-05-21,71.1,F
KSFO,KCASANBR16,2026-05-15,65.5,F
KSFO,KCASANBR16,2026-05-09,61.9,F
KSFO,KCASANBR16,2026-05-03,63.5,F
KSFO,KCASANBR16,2026-04-27,60.4,F
KSFO,KCASANBR16,2026-04-21,61.9,F
KSFO,KCASANBR16,2026-04-15,60.3,F
KSFO,KCASANBR16,2026-04-09,67.5,F
KSFO,KCASANBR16,2026-04-03,76.3,F
KSFO,KCASANBR16,2026-03-28,78.3,F
KSFO,KCASANBR16,2026-03-22,72.3,F
KSFO,KCASANBR16,2026-03-16,88.5,F
KSFO,KCASANBR16,2026-03-10,59.2,F
KSFO,KCASANBR16,2026-03-04,60.3,F
KSFO,KCASANBR16,2026-02-26,75.4,F
KSFO,KCASANBR16,2026-02-20,54.5,F
KSFO,KCASANBR16,2026-02-14,59.0,F
KSFO,KCASANBR16,2026-02-08,67.8,F
KSFO,KCASANBR16,2026-02-02,72.0,F
KSFO,KCASANBR16,2026-01-27,62.1,F
KSFO,KCASANBR16,2026-01-21,59.2,F
KSFO,KCAMILLB13,2026-07-08,70.3,F
KSFO,KCAMILLB13,2026-07-02,79.0,F
KSFO,KCAMILLB13,2026-06-26,71.8,F
KSFO,KCAMILLB13,2026-06-20,75.7,F
KSFO,KCAMILLB13,2026-06-14,82.9,F
KSFO,KCAMILLB13,2026-06-08,68.4,F
KSFO,KCAMILLB13,2026-06-02,80.2,F
KSFO,KCAMILLB13,2026-05-27,75.9,F
KSFO,KCAMILLB13,2026-05-21,85.1,F
KSFO,KCAMILLB13,2026-05-15,73.6,F
KSFO,KCAMILLB13,2026-05-09,68.2,F
KSFO,KCAMILLB13,2026-05-03,68.2,F
KSFO,KCAMILLB13,2026-04-27,66.7,F
KSFO,KCAMILLB13,2026-04-21,68.4,F
KSFO,KCAMILLB13,2026-04-15,63.3,F
KSFO,KCAMILLB13,2026-04-09,77.2,F
KSFO,KCAMILLB13,2026-04-03,79.0,F
KSFO,KCAMILLB13,2026-03-28,84.7,F
KSFO,KCAMILLB13,2026-03-22,81.7,F
KSFO,KCAMILLB13,2026-03-16,91.2,F
KSFO,KCAMILLB13,2026-03-10,63.7,F
KSFO,KCAMILLB13,2026-03-04,63.1,F
KSFO,KCAMILLB13,2026-02-26,79.0,F
KSFO,KCAMILLB13,2026-02-20,57.6,F
KSFO,KCAMILLB13,2026-02-14,62.2,F
KSFO,KCAMILLB13,2026-02-08,70.5,F
KSFO,KCAMILLB13,2026-02-02,74.7,F
KSFO,KCAMILLB13,2026-01-27,63.0,F
KSFO,KCAMILLB13,2026-01-21,60.4,F
KSFO,KCASANBR40,2026-07-08,63.3,F
KSFO,KCASANBR40,2026-07-02,71.2,F
KSFO,KCASANBR40,2026-06-26,66.4,F
KSFO,KCASANBR40,2026-06-20,70.0,F
KSFO,KCASANBR40,2026-06-14,78.3,F
KSFO,KCASANBR40,2026-06-08,62.4,F
KSFO,KCASANBR40,2026-06-02,71.6,F
KSFO,KCASANBR40,2026-05-27,70.7,F
KSFO,KCASANBR40,2026-05-21,77.0,F
KSFO,KCASANBR40,2026-05-15,64.8,F
KSFO,KCASANBR40,2026-05-09,61.9,F
KSFO,KCASANBR40,2026-05-03,63.3,F
KSFO,KCASANBR40,2026-04-27,62.8,F
KSFO,KCASANBR40,2026-04-21,61.7,F
KSFO,KCASANBR40,2026-04-15,61.2,F
KSFO,KCASANBR40,2026-04-09,70.7,F
KSFO,KCASANBR40,2026-04-03,75.9,F
KSFO,KCASANBR40,2026-03-28,81.3,F
KSFO,KCASANBR40,2026-03-22,75.9,F
KSFO,KCASANBR40,2026-03-16,88.3,F
KSFO,KCASANBR40,2026-03-10,61.3,F
KSFO,KCASANBR40,2026-03-04,61.0,F
KSFO,KCASANBR40,2026-02-26,78.1,F
KSFO,KCASANBR40,2026-02-20,56.1,F
KSFO,KCASANBR40,2026-02-14,59.0,F
KSFO,KCASANBR40,2026-02-08,70.0,F
KSFO,KCASANBR40,2026-02-02,73.8,F
KSFO,KCASANBR40,2026-01-27,62.4,F
KSFO,KCASANBR40,2026-01-21,59.5,F
KSFO,KCABURLI61,2026-07-08,76.8,F
KSFO,KCABURLI61,2026-07-02,81.5,F
KSFO,KCABURLI61,2026-06-26,74.8,F
KSFO,KCABURLI61,2026-06-20,82.0,F
KSFO,KCABURLI61,2026-06-14,86.5,F
KSFO,KCABURLI61,2026-06-08,74.8,F
KSFO,KCABURLI61,2026-06-02,82.0,F
KSFO,KCABURLI61,2026-05-27,78.3,F
KSFO,KCABURLI61,2026-05-21,85.6,F
KSFO,KCABURLI61,2026-05-15,72.9,F
KSFO,KCABURLI61,2026-05-09,73.6,F
KSFO,KCABURLI61,2026-05-03,71.8,F
KSFO,KCABURLI61,2026-04-27,70.3,F
KSFO,KCABURLI61,2026-04-21,70.9,F
KSFO,KCABURLI61,2026-04-15,68.0,F
KSFO,KCABURLI61,2026-04-09,82.4,F
KSFO,KCABURLI61,2026-04-03,84.0,F
KSFO,KCABURLI61,2026-03-28,86.2,F
KSFO,KCABURLI61,2026-03-22,79.2,F
KSFO,KCABURLI61,2026-03-16,95.0,F
KSFO,KCABURLI61,2026-03-10,64.4,F
KSFO,KCABURLI61,2026-03-04,64.2,F
KSFO,KCABURLI61,2026-02-26,80.2,F
KSFO,KCABURLI61,2026-02-20,55.0,F
KSFO,KCABURLI61,2026-02-14,61.5,F
KSFO,KCABURLI61,2026-02-08,68.0,F
KSFO,KCABURLI61,2026-02-02,75.2,F
KSFO,KCABURLI61,2026-01-27,61.5,F
KSFO,KCABURLI61,2026-01-21,57.0,F
KSFO,KCABURLI77,2026-07-08,73.1,F
KSFO,KCABURLI77,2026-07-02,78.3,F
KSFO,KCABURLI77,2026-06-20,76.3,F
KSFO,KCABURLI77,2026-06-14,85.0,F
KSFO,KCABURLI77,2026-06-08,70.9,F
KSFO,KCABURLI77,2026-06-02,82.6,F
KSFO,KCABURLI77,2026-05-27,78.7,F
KSFO,KCABURLI77,2026-05-21,86.4,F
KSFO,KCABURLI77,2026-05-15,76.5,F
KSFO,KCABURLI77,2026-05-09,70.5,F
KSFO,KCABURLI77,2026-05-03,68.9,F
KSFO,KCABURLI77,2026-04-27,68.7,F
KSFO,KCABURLI77,2026-04-21,66.5,F
KSFO,KCABURLI77,2026-04-15,66.5,F
KSFO,KCABURLI77,2026-04-09,78.1,F
KSFO,KCABURLI77,2026-04-03,82.8,F
KSFO,KCABURLI77,2026-03-28,87.8,F
KSFO,KCABURLI77,2026-03-22,84.6,F
KSFO,KCABURLI77,2026-03-16,95.7,F
KSFO,KCABURLI77,2026-03-10,66.1,F
KSFO,KCABURLI77,2026-03-04,65.1,F
KSFO,KCABURLI77,2026-02-26,81.9,F
KSFO,KCABURLI77,2026-02-20,60.7,F
KSFO,KCABURLI77,2026-02-14,63.3,F
KSFO,KCABURLI77,2026-02-08,74.1,F
KSFO,KCABURLI77,2026-02-02,79.3,F
KSFO,KCABURLI77,2026-01-27,63.3,F
KSFO,KCABURLI77,2026-01-21,61.3,F
KSFO,KCASANBR104,2026-07-08,67.6,F
KSFO,KCASANBR104,2026-07-02,75.2,F
KSFO,KCASANBR104,2026-06-26,69.4,F
KSFO,KCASANBR104,2026-06-20,75.7,F
KSFO,KCASANBR104,2026-06-14,82.6,F
KSFO,KCASANBR104,2026-06-08,68.0,F
KSFO,KCASANBR104,2026-06-02,72.9,F
KSFO,KCASANBR104,2026-05-27,74.3,F
KSFO,KCASANBR104,2026-05-21,76.3,F
KSFO,KCASANBR104,2026-05-15,70.2,F
KSFO,KCASANBR104,2026-05-09,67.8,F
KSFO,KCASANBR104,2026-05-03,68.2,F
KSFO,KCASANBR104,2026-04-27,66.7,F
KSFO,KCASANBR104,2026-04-21,64.8,F
KSFO,KCASANBR104,2026-04-15,62.8,F
KSFO,KCASANBR104,2026-04-09,72.3,F
KSFO,KCASANBR104,2026-04-03,76.6,F
KSFO,KCASANBR104,2026-03-28,81.7,F
KSFO,KCASANBR104,2026-03-22,75.4,F
KSFO,KCASANBR104,2026-03-16,90.3,F
KSFO,KCASANBR104,2026-03-10,61.0,F
KSFO,KCASANBR104,2026-03-04,62.4,F
KSFO,KCASANBR104,2026-02-26,79.2,F
KSFO,KCASANBR104,2026-02-20,55.4,F
KSFO,KCASANBR104,2026-02-14,61.3,F
KSFO,KCASANBR104,2026-02-08,69.6,F
KSFO,KCASANBR104,2026-02-02,74.5,F
KSFO,KCASANBR104,2026-01-27,63.1,F
KSFO,KCASANBR104,2026-01-21,60.6,F
KLAX,KCAELSEG28,2026-07-08,77.0,F
KLAX,KCAELSEG28,2026-07-02,74.7,F
KLAX,KCAELSEG28,2026-06-26,73.8,F
KLAX,KCAELSEG28,2026-06-20,72.9,F
KLAX,KCAELSEG28,2026-06-14,73.8,F
KLAX,KCAELSEG28,2026-06-08,74.1,F
KLAX,KCAELSEG28,2026-06-02,72.5,F
KLAX,KCAELSEG28,2026-05-27,68.7,F
KLAX,KCAELSEG28,2026-05-21,73.2,F
KLAX,KCAELSEG28,2026-05-15,71.6,F
KLAX,KCAELSEG28,2026-05-09,71.8,F
KLAX,KCAELSEG28,2026-05-03,69.1,F
KLAX,KCAELSEG28,2026-04-27,69.1,F
KLAX,KCAELSEG28,2026-04-21,71.2,F
KLAX,KCAELSEG28,2026-04-15,71.4,F
KLAX,KCAELSEG28,2026-04-09,75.2,F
KLAX,KCAELSEG28,2026-04-03,79.9,F
KLAX,KCAELSEG28,2026-03-28,70.9,F
KLAX,KCAELSEG28,2026-03-22,73.6,F
KLAX,KCAELSEG28,2026-03-16,72.5,F
KLAX,KCAELSEG28,2026-03-10,70.7,F
KLAX,KCAELSEG28,2026-03-04,69.3,F
KLAX,KCAELSEG28,2026-02-26,77.4,F
KLAX,KCAELSEG28,2026-02-20,62.8,F
KLAX,KCAELSEG28,2026-02-14,69.8,F
KLAX,KCAELSEG28,2026-02-08,85.6,F
KLAX,KCAELSEG28,2026-02-02,78.1,F
KLAX,KCAELSEG28,2026-01-27,74.7,F
KLAX,KCAELSEG28,2026-01-21,65.1,F
KLAX,KCAELSEG35,2026-07-08,75.6,F
KLAX,KCAELSEG35,2026-07-02,75.0,F
KLAX,KCAELSEG35,2026-06-26,74.5,F
KLAX,KCAELSEG35,2026-06-20,72.9,F
KLAX,KCAELSEG35,2026-06-14,74.5,F
KLAX,KCAELSEG35,2026-06-08,74.5,F
KLAX,KCAELSEG35,2026-06-02,71.8,F
KLAX,KCAELSEG35,2026-05-27,68.9,F
KLAX,KCAELSEG35,2026-05-21,73.0,F
KLAX,KCAELSEG35,2026-05-15,70.0,F
KLAX,KCAELSEG35,2026-05-09,71.4,F
KLAX,KCAELSEG35,2026-05-03,70.9,F
KLAX,KCAELSEG35,2026-04-27,68.7,F
KLAX,KCAELSEG35,2026-04-21,72.0,F
KLAX,KCAELSEG35,2026-04-15,70.9,F
KLAX,KCAELSEG35,2026-04-09,73.8,F
KLAX,KCAELSEG35,2026-04-03,78.1,F
KLAX,KCAELSEG35,2026-03-28,69.3,F
KLAX,KCAELSEG35,2026-03-22,71.4,F
KLAX,KCAELSEG35,2026-03-16,68.0,F
KLAX,KCAELSEG35,2026-03-10,67.8,F
KLAX,KCAELSEG35,2026-03-04,66.2,F
KLAX,KCAELSEG35,2026-02-26,73.4,F
KLAX,KCAELSEG35,2026-02-20,61.0,F
KLAX,KCAELSEG35,2026-02-14,67.8,F
KLAX,KCAELSEG35,2026-02-08,83.5,F
KLAX,KCAELSEG35,2026-02-02,73.4,F
KLAX,KCAELSEG35,2026-01-27,72.0,F
KLAX,KCAELSEG35,2026-01-21,63.1,F
KLAX,KCAELSEG31,2026-06-20,77.2,F
KLAX,KCAELSEG31,2026-06-14,75.2,F
KLAX,KCAELSEG31,2026-06-08,76.5,F
KLAX,KCAELSEG31,2026-06-02,74.3,F
KLAX,KCAELSEG31,2026-05-27,73.4,F
KLAX,KCAELSEG31,2026-05-21,73.9,F
KLAX,KCAELSEG31,2026-05-15,72.7,F
KLAX,KCAELSEG31,2026-05-09,73.9,F
KLAX,KCAELSEG31,2026-05-03,69.4,F
KLAX,KCAELSEG31,2026-04-27,72.3,F
KLAX,KCAELSEG31,2026-04-21,74.5,F
KLAX,KCAELSEG31,2026-04-15,74.3,F
KLAX,KCAELSEG31,2026-04-09,75.6,F
KLAX,KCAELSEG31,2026-04-03,77.4,F
KLAX,KCAELSEG31,2026-03-28,70.7,F
KLAX,KCAELSEG31,2026-03-22,73.0,F
KLAX,KCAELSEG31,2026-03-16,68.5,F
KLAX,KCAELSEG31,2026-03-10,68.7,F
KLAX,KCAELSEG31,2026-03-04,66.7,F
KLAX,KCAELSEG31,2026-02-26,77.4,F
KLAX,KCAELSEG31,2026-02-20,61.5,F
KLAX,KCAELSEG31,2026-02-14,72.7,F
KLAX,KCAELSEG31,2026-02-08,86.9,F
KLAX,KCAELSEG31,2026-02-02,78.8,F
KLAX,KCAELSEG31,2026-01-27,76.1,F
KLAX,KCAELSEG31,2026-01-21,63.5,F
KLAX,KCALOSAN1182,2026-07-08,74.5,F
KLAX,KCALOSAN1182,2026-07-02,72.1,F
KLAX,KCALOSAN1182,2026-06-26,71.1,F
KLAX,KCALOSAN1182,2026-06-20,69.8,F
KLAX,KCALOSAN1182,2026-06-14,71.1,F
KLAX,KCALOSAN1182,2026-06-08,72.1,F
KLAX,KCALOSAN1182,2026-06-02,68.7,F
KLAX,KCALOSAN1182,2026-05-27,65.7,F
KLAX,KCALOSAN1182,2026-05-21,70.9,F
KLAX,KCALOSAN1182,2026-05-15,68.7,F
KLAX,KCALOSAN1182,2026-05-09,68.9,F
KLAX,KCALOSAN1182,2026-05-03,66.0,F
KLAX,KCALOSAN1182,2026-04-27,66.2,F
KLAX,KCALOSAN1182,2026-04-21,69.8,F
KLAX,KCALOSAN1182,2026-04-15,68.2,F
KLAX,KCALOSAN1182,2026-04-09,73.4,F
KLAX,KCALOSAN1182,2026-04-03,78.1,F
KLAX,KCALOSAN1182,2026-03-28,68.2,F
KLAX,KCALOSAN1182,2026-03-22,72.0,F
KLAX,KCALOSAN1182,2026-03-16,69.6,F
KLAX,KCALOSAN1182,2026-03-10,67.3,F
KLAX,KCALOSAN1182,2026-03-04,65.7,F
KLAX,KCALOSAN1182,2026-02-26,73.0,F
KLAX,KCALOSAN1182,2026-02-20,60.1,F
KLAX,KCALOSAN1182,2026-02-14,69.8,F
KLAX,KCALOSAN1182,2026-02-08,84.4,F
KLAX,KCALOSAN1182,2026-02-02,74.3,F
KLAX,KCALOSAN1182,2026-01-27,73.4,F
KLAX,KCALOSAN1182,2026-01-21,63.0,F
KLAX,KCAELSEG23,2026-07-08,77.9,F
KLAX,KCAELSEG23,2026-07-02,76.6,F
KLAX,KCAELSEG23,2026-06-26,75.7,F
KLAX,KCAELSEG23,2026-06-20,74.7,F
KLAX,KCAELSEG23,2026-06-14,73.9,F
KLAX,KCAELSEG23,2026-06-08,75.6,F
KLAX,KCAELSEG23,2026-06-02,73.6,F
KLAX,KCAELSEG23,2026-05-27,70.9,F
KLAX,KCAELSEG23,2026-05-21,71.8,F
KLAX,KCAELSEG23,2026-05-15,70.5,F
KLAX,KCAELSEG23,2026-05-09,72.5,F
KLAX,KCAELSEG23,2026-05-03,69.1,F
KLAX,KCAELSEG23,2026-04-27,71.1,F
KLAX,KCAELSEG23,2026-04-21,71.2,F
KLAX,KCAELSEG23,2026-04-15,72.7,F
KLAX,KCAELSEG23,2026-04-09,72.5,F
KLAX,KCAELSEG23,2026-04-03,75.4,F
KLAX,KCAELSEG23,2026-03-28,69.8,F
KLAX,KCAELSEG23,2026-03-22,71.8,F
KLAX,KCAELSEG23,2026-03-16,69.6,F
KLAX,KCAELSEG23,2026-03-10,69.4,F
KLAX,KCAELSEG23,2026-03-04,70.0,F
KLAX,KCAELSEG23,2026-02-26,74.3,F
KLAX,KCAELSEG23,2026-02-20,63.1,F
KLAX,KCAELSEG23,2026-02-14,68.5,F
KLAX,KCAELSEG23,2026-02-08,81.7,F
KLAX,KCAELSEG23,2026-02-02,75.0,F
KLAX,KCAELSEG23,2026-01-27,70.2,F
KLAX,KCAELSEG23,2026-01-21,63.3,F
KLAX,KCALOSAN1317,2026-07-02,81.5,F
KLAX,KCALOSAN1317,2026-06-26,82.5,F
KLAX,KCALOSAN1317,2026-06-14,83.3,F
KLAX,KCALOSAN1317,2026-06-08,82.5,F
KLAX,KCALOSAN1317,2026-06-02,80.1,F
KLAX,KCALOSAN1317,2026-05-27,76.8,F
KLAX,KCALOSAN1317,2026-05-21,82.4,F
KLAX,KCALOSAN1317,2026-05-15,77.0,F
KLAX,KCALOSAN1317,2026-05-09,81.0,F
KLAX,KCALOSAN1317,2026-05-03,76.8,F
KLAX,KCALOSAN1317,2026-04-27,75.5,F
KLAX,KCALOSAN1317,2026-04-21,75.0,F
KLAX,KCALOSAN1317,2026-04-15,79.0,F
KLAX,KCALOSAN1317,2026-04-09,81.3,F
KLAX,KCALOSAN1317,2026-04-03,87.8,F
KLAX,KCALOSAN1317,2026-03-28,78.8,F
KLAX,KCALOSAN1317,2026-03-22,76.8,F
KLAX,KCALOSAN1317,2026-03-16,79.5,F
KLAX,KCALOSAN1317,2026-03-10,72.0,F
KLAX,KCALOSAN1317,2026-03-04,73.0,F
KLAX,KCALOSAN1317,2026-02-26,83.5,F
KLAX,KCALOSAN1317,2026-02-20,68.0,F
KLAX,KCALOSAN1317,2026-02-14,73.0,F
KLAX,KCALOSAN1317,2026-02-08,91.0,F
KLAX,KCALOSAN1317,2026-02-02,81.3,F
KLAX,KCALOSAN1317,2026-01-27,78.1,F
KLAX,KCALOSAN961,2026-07-08,75.6,F
KLAX,KCALOSAN961,2026-07-02,73.4,F
KLAX,KCALOSAN961,2026-06-26,72.1,F
KLAX,KCALOSAN961,2026-06-20,70.9,F
KLAX,KCALOSAN961,2026-06-14,72.3,F
KLAX,KCALOSAN961,2026-06-08,72.0,F
KLAX,KCALOSAN961,2026-06-02,70.3,F
KLAX,KCALOSAN961,2026-05-27,66.7,F
KLAX,KCALOSAN961,2026-05-21,73.8,F
KLAX,KCALOSAN961,2026-05-15,69.3,F
KLAX,KCALOSAN961,2026-05-09,70.2,F
KLAX,KCALOSAN961,2026-05-03,66.9,F
KLAX,KCALOSAN961,2026-04-27,67.1,F
KLAX,KCALOSAN961,2026-04-21,70.0,F
KLAX,KCALOSAN961,2026-04-15,69.8,F
KLAX,KCALOSAN961,2026-04-09,64.6,F
KLAX,KCALOSAN961,2026-04-03,77.4,F
KLAX,KCALOSAN961,2026-03-28,70.0,F
KLAX,KCALOSAN961,2026-03-22,72.3,F
KLAX,KCALOSAN961,2026-03-16,75.6,F
KLAX,KCALOSAN961,2026-03-10,67.8,F
KLAX,KCALOSAN961,2026-03-04,66.2,F
KLAX,KCALOSAN961,2026-02-26,75.7,F
KLAX,KCALOSAN961,2026-02-20,60.4,F
KLAX,KCALOSAN961,2026-02-14,69.1,F
KLAX,KCALOSAN961,2026-02-08,83.7,F
KLAX,KCALOSAN961,2026-02-02,76.6,F
KLAX,KCALOSAN961,2026-01-27,73.4,F
KLAX,KCALOSAN961,2026-01-21,63.7,F
KLAX,KCAELSEG13,2026-07-08,78.1,F
KLAX,KCAELSEG13,2026-07-02,76.8,F
KLAX,KCAELSEG13,2026-06-26,76.5,F
KLAX,KCAELSEG13,2026-06-20,74.1,F
KLAX,KCAELSEG13,2026-06-14,75.2,F
KLAX,KCAELSEG13,2026-06-08,76.1,F
KLAX,KCAELSEG13,2026-06-02,74.1,F
KLAX,KCAELSEG13,2026-05-27,70.5,F
KLAX,KCAELSEG13,2026-05-21,72.5,F
KLAX,KCAELSEG13,2026-05-15,70.9,F
KLAX,KCAELSEG13,2026-05-09,74.1,F
KLAX,KCAELSEG13,2026-05-03,70.0,F
KLAX,KCAELSEG13,2026-04-27,71.4,F
KLAX,KCAELSEG13,2026-04-21,72.3,F
KLAX,KCAELSEG13,2026-04-15,72.3,F
KLAX,KCAELSEG13,2026-04-09,73.2,F
KLAX,KCAELSEG13,2026-04-03,75.9,F
KLAX,KCAELSEG13,2026-03-28,69.4,F
KLAX,KCAELSEG13,2026-03-22,71.1,F
KLAX,KCAELSEG13,2026-03-16,66.9,F
KLAX,KCAELSEG13,2026-03-10,69.3,F
KLAX,KCAELSEG13,2026-03-04,68.2,F
KLAX,KCAELSEG13,2026-02-26,70.9,F
KLAX,KCAELSEG13,2026-02-20,62.1,F
KLAX,KCAELSEG13,2026-02-14,72.1,F
KLAX,KCAELSEG13,2026-02-08,90.3,F
KLAX,KCAELSEG13,2026-02-02,72.1,F
KLAX,KCAELSEG13,2026-01-27,72.1,F
KLAX,KCAELSEG13,2026-01-21,63.9,F
KLAX,KCALOSAN698,2026-07-08,72.0,F
KLAX,KCALOSAN698,2026-07-02,69.8,F
KLAX,KCALOSAN698,2026-06-26,67.6,F
KLAX,KCALOSAN698,2026-06-20,66.0,F
KLAX,KCALOSAN698,2026-06-14,67.8,F
KLAX,KCALOSAN698,2026-06-08,67.8,F
KLAX,KCALOSAN698,2026-06-02,65.8,F
KLAX,KCALOSAN698,2026-05-27,62.2,F
KLAX,KCALOSAN698,2026-05-21,71.6,F
KLAX,KCALOSAN698,2026-05-15,64.8,F
KLAX,KCALOSAN698,2026-05-09,65.3,F
KLAX,KCALOSAN698,2026-05-03,63.0,F
KLAX,KCALOSAN698,2026-04-27,62.1,F
KLAX,KCALOSAN698,2026-04-21,65.1,F
KLAX,KCALOSAN698,2026-04-15,65.3,F
KLAX,KCALOSAN698,2026-04-09,70.9,F
KLAX,KCALOSAN698,2026-04-03,75.4,F
KLAX,KCALOSAN698,2026-03-28,65.3,F
KLAX,KCALOSAN698,2026-03-22,70.2,F
KLAX,KCALOSAN698,2026-03-16,70.2,F
KLAX,KCALOSAN698,2026-03-10,63.9,F
KLAX,KCALOSAN698,2026-03-04,62.1,F
KLAX,KCALOSAN698,2026-02-26,72.9,F
KLAX,KCALOSAN698,2026-02-20,62.1,F
KLAX,KCALOSAN698,2026-02-14,71.8,F
KLAX,KCALOSAN698,2026-02-08,86.4,F
KLAX,KCALOSAN698,2026-02-02,79.5,F
KLAX,KCALOSAN698,2026-01-27,76.3,F
KLAX,KCALOSAN698,2026-01-21,65.8,F
KDAL,KTXDALLA1343,2026-07-08,100.0,F
KDAL,KTXDALLA1343,2026-07-02,96.1,F
KDAL,KTXDALLA1343,2026-06-26,94.5,F
KDAL,KTXDALLA1343,2026-06-20,90.7,F
KDAL,KTXDALLA1343,2026-06-14,86.5,F
KDAL,KTXDALLA1343,2026-06-08,93.9,F
KDAL,KTXDALLA1343,2026-05-27,82.4,F
KDAL,KTXDALLA1343,2026-05-21,75.7,F
KDAL,KTXDALLA1343,2026-05-15,89.1,F
KDAL,KTXDALLA1343,2026-05-09,90.7,F
KDAL,KTXDALLA1343,2026-05-03,82.8,F
